Madura,Indonesia
patèna kabânnya'an èbuwâng neng tasè' bâdâ polè sè lakar èsengaja èghi-naghi neng adâ'en roma kalowargana,mayatnya kebanyakan dibuang di laut ada lagi yang memang disengaja dibiarkan di depan rumah keluarganya
poko'la engko'nemmo dârâ buy-talabuyân neng tana,pokoknya aku menemukan darah berceceran di tanah
bâuna amès cè' amèssa,baunya amis sangat amis
sampè'la-ngalaè bâu amèssa tellor buccok,sampai melebihi bau amisnya telur busuk
tang emba sampè' matè sejjek bâdâ orèng sèngangghuy kalambhi sè aghâmbhâr palu arit cè' bânnya'en,kakekku sampai mati sejak ada orang yang memakai baju yang bergambar palu arit sangat banyaknya
bâkto jiyâ tang emba amaèn bi' kancana,waktu itu kakekku bermain dengan temannya
temmo bâdâ rèng meddhâng dâri budi,tiba-tiba ada orang menebas dari belakang
seddheng kancana aburu ka alas,sedangkan temannya lari ke hutan
kennengngan paburuwân sè salpa' ghun neng sakola'an èsdèna engko' polana neng dissa sèngit cè' sèngitdhâ,tempat pelarian yang aman hanya di sekolahan sd-nya aku karena di sana angker sangat angkernya
kadhâng mon bâdâ rèng sè andi' nèyat sè ta' bhâghussakola'an jiyâ maèlang,kadang-kadang kalau ada orang yang punya niat yang tidak bagus sekolahan itu menghilang
aobâ dhâddhi alas kadhâng aobâdhâddhi kan perrèng,berubah menjadi hutan kadang berubah menjadi pohon bambu
bâdâ sala sèttong orèng sè ta' noro'è ka atoran sè bâdâneng sakola'an,ada salah seorang yang tidak mengikuti aturan yang ada di sekolahan
soro jhâ' kemmè bân sarombân pagghun akemmè bân sarombân,disuruh jangan kencing sembarangan tetap kencing sembarangan
makè la ta' sengaja sakalè jhâ' kemmè,meskipun sudah tidak sengaja sekali pun jangan kencing
orèng jiyâ satarètanan bi' cebbi kèn apèsa molaè dâri ghi'kènè',orang itu bersaudara dengan cebbi tapi berpisah mulai dari masih kecil
landâur rèya akemmè bânsarombân,landâur ini kencing sembarangan
alasanna polana tako' ètemmo moso koca'en,alasannya karena takut ditemukan musuh katanya
orèng neng seddhi'en marè ngamalâ jhâ' mon nengneng neng sakola'an rèya kodhu jhâ' akemmè,orang di sampingnya selesai berpesan bahwa kalau diam di sekolahan ini harus jangan kencing
kodhu cengked ghâllu kemmèna mon jhukemmè,harus ditahan dulu kencingnya kalau mau kencing
ta' abit dâyyâ pas sakola'an rèya aobâ dhâddhi sakola'an biyasa,tidak lama itu lalu sekolahan ini berubah menjadi sekolahan biasa
sè aobâ alas aobâ polè ka asella,yang berubah hutan berubah lagi ke asalnya
dhâddhi sakola'an èsdè sè pagghun èkalèng-lèngè kan perrèng bi'kan keddhâng pas neng tengngana bâdâ tamennan kan jhâtè sèlanjhângnga la-ngalaè kan perrèng,jadi sekolahan sd yang tetap dilingkari pohon bambu dan pohon kedondong lalu di tengahnya ada tanaman pohon jati yang panjangnya melebihi pohon bambu
moso temmo ngombâr dâri lao',musuh tiba-tiba menebar dari selatan
sè laèn aburu,yang lain lari
ta' mokpak jhâ' sokona bhâkal ècocco'a duri,tidak ragu bahwa kakinya akan tertusuk duri
karo landâur sè pagghun neng-neng,hanya landâur yang tetap diam
ghita' marè sè akemmè,masih belum selesai kencing
kan jhâtè pas temmo bâdâ tanangnga,pohon jati lalu tiba-tiba ada tangannya
tanangnga lanjhâng cè'lanjhângnga,tangannya panjang sangat panjang
sampè' toron ka tana,sampai turun ke tanah
nèyatdhâ anegghu'enna landâur polana la ngaracèngè kennengnganna,niatnya memegangi landâur karena sudah merusak tempatnya
bâkto jiyâlandâur akalambiyân juba potè,waktu itu landâur berpakaian jelek putih
kèn ta' asongko'an,tapi tidak berkopiah
ahèrra landâur ècekkadhi,akhirnya landâur dipegangi
dâdâ'en ècekkel sampè'tadâ' nyabâna,dadanya dicekik sampai tidak ada nyawanya
ghârâssana landâur la sènga' rèng èkadâtengngè malaèkat sè nabu' nyabâ,dirasanya landâur sudah seperti orang didatangi malaikat pencabut nyawa
orèngnga langsong lemmes cè' lemmessa,orangnya langsung lemas selemas-lemasnya
tanangnga kan jhâtè jiyâ pas ngèbâlandâur ka konco' attas bhungkana,tangannya pohon jati itu lalu membawa landâur ke ujung atas pohonnya
moso la bânnya' dâteng,musuh sudah banyak datang
bânnya' tao ka kadhâddhiyân bâkto jiyâ,banyak tahu pada kejadian waktu itu
moso tacengnga' polana bâdâ rèng ngabbher akalambiyân potè,musuh terkejut karena ada orang terbang berpakaian putih
ta' tao jhâ' kan jhâtè jiyâ andi' tanang lanjhâng,tidak tahu bahwa pohon jati itu punya tangan panjang
moso pagghun terro taoa jhâ' sapa sè ngarbâng,musuh tetap ingin tahu siapa yang terbang
mowana moso adânga ka attas kabbhi neng tanangnga anegghu' arè' lancor bâdâ polè sè negghu' katana cè'lanjhângnga,mukanya musuh mendongak ke atas semua di tangannya memegang celurit panjang ada lagi yang memegang katana sangat panjang
seddheng abit dâyyâ sè ajhelling ka attas,cukup lama itu melihat ke atas
tanangnga kan jhâtè ghâgghâr,tangannya pohon jati jatuh
moso langsong ngejjhit,musuh langsung terkejut
tanang jiyâ langsong angerpas bhâdhânna moso,tangan itu langsung menebas badan musuh
tadâ' sè salametdhâ,tidak ada yang selamat
arè dâteng nyapa dâri tèmor,hari datang menyapa dari timur
angèn ngalesser ngèbâ u-bâuwân dârâ manossa,angin berdesir membawa bau-bauan darah manusia
tana amandi dârâ sè cèr-kalacèr,tanah mandi darah yang berceceran
sènyama andi'en bhâdhân talabuyân neng tana,yang namanya milik badan berhamburan di tanah
bâdâ ghârighi'en tanang bâdâ sè sokona orèng salajhâ bâdâ otek sè ngalowa dâri cètakghâ orèng bi' râng-bhârâng dâlemma manossa sè laèn,ada ruas jari tangan ada yang kakinya orang sebelah ada otak yang keluar dari kepalanya orang dan organ-organ dalam manusia yang lain
sejjek kan jhâtè amerri' na'as ka moso,sejak pohon jati memberi naas pada musuh
sejjek ghân jiyâkèya moso pas ta' dâtengngan polè ka dhisa dinna',sejak hanya itu juga musuh lalu tidak datang lagi ke desa sini
polana bânnya' kadhâddhiyân sè neng lowar pèkkèran dâyyâ,karena banyak kejadian yang di luar pikiran begitu
moso pas mèkkèr jhâ' bâdâna anggotana neng madhurâ rèya karo nyerra nyabâna soro kala',musuh lalu berpikir bahwa adanya anggotanya di madura ini nanti menyerahkan nyawanya suruh diambil
laèn dâri jiyâ,lain dari itu
neng dhisa dinna' bânnya' sè akonglangkong ka ka'-bhungkaan jhâtè,di desa sini banyak yang permisi pada pohon jati
kan jhâtè sè nolongèamersè'è moso sè bâdâ neng dhisa dinna',pohon jati yang menolong membersihkan musuh yang ada di desa sini
bâdâ polè sèanyembhâ ka kan jhâtè,ada lagi yang menyembah pada pohon jati
dhâddhi apa'a bhâi sè anolongè ka kasennenganna rèng-orèng dinna' ajiyâ bhâkal èpadhâddhi pangèran,jadi apa pun yang menolong pada kesenangan orang-orang sini ya itu akan dijadikan tuhan
bhân jumat manès kan jhâtè rèya èkadâtengngè rèngorèng,tiap jumat manis pohon jati ini didatangi orang-orang
bânnya' sè nyabâ kembhâng bi' dhupana,banyak yang menaruh kembang dan dupanya
sampè' aduw a'neng adâ'en ka'-bhungka'enna,sampai berdoa di depan pohonnya
bâdâkèya orèng sè ta' partajâ ka jiyâ tapè orèng jiyâ angarghâi ka kan jhâtè jiyâ,ada juga orang yang tidak percaya pada itu tapi orang itu menghargai pada pohon jati itu
torot rapa la,ikuti saja lah
atèna orèng bâng-sèbâng,hatinya orang masing-masing
apa can pangèran kabbbi sè nantoaghi bbender salana,apa kata tuhan semua yang menentukan benar salahnya
makè dáyyá pangèran ta'buta ka mablok odi',meskipun begitu tuhan tidak buta pada makhluk hidup
ngoca' orèng jiyâ,ucap orang itu
sakola'an èsdè sampè' èpa-libur sabulân,sekolahan sd sampai diliburkan sebulan
ra-gara bânnya' orèng bhâ-nyembhâ ka kan jhâtè sè bâdâ neng tengnga sakola'an,gara-gara banyak orang menyembah-nyembah pada pohon jati yang ada di tengah sekolahan
kapala sakolana ghimeng bi'kapèkkèran masala jiyâ,kepala sekolahnya pusing dengan kepikiran masalah itu
nyarè jhâlân kalowarra,mencari jalan keluarnya
ma'lè rèng-orèng sè anyembhâ jiyâ ta'nyembhâ polè,agar orang-orang yang menyembah itu tidak menyembah lagi
ahèrra nemmo jhâlan kèya,akhirnya menemukan jalan juga
kapala sakola neng èsdè jiyâ angonjhâng kèyaè sè bâdâ neng dhisana,kepala sekolah di sd itu mengundang kiai yang ada di desanya
kèyaè sè èyonjhâng dâteng,kiai yang diundang datang
sakabbhinna orèng sè bâdâneng dhisa jiyâ èpakompol,semua orang yang ada di desa itu dikumpulkan
engko' noro' komnpolan kèya,aku ikut kumpulan juga
makè la engko' bi' tang kalowarga tamaso' rèng sè ta' partajâ ka jiyâ,meskipun aku dan keluargaku termasuk orang yang tidak percaya pada itu
engko' karo ngarghâi,aku hanya menghargai
kèyaè rèya acarama cè'lanjhângnga,kiai ini berceramah sangat panjangnya
orèng sè partajha ka ka'-bhungkaan rèya tamaso' orèng kapèr,orang yang percaya pada pepohonan ini termasuk orang kafir
orèng sè bânnè aghâma islam,orang yang bukan agama islam
sapa-sapa sè anyembha kan jhâtè rèya bbákal èsabâ' ka naraka,siapa-siapa yang menyembah pohon jati ini akan ditaruh ke neraka
ra kèra dâyyâ caramana kèyaè sè engko'kèdingè,kira-kira begitu ceramahnya kiai yang aku dengar
kèyaè amènta kan jhâtè jiyâ soro pogher ka rèngorèng,kiai meminta pohon jati itu suruh tebang pada orang-orang
ahèrra kan jhâtè jiyâ èpogher,akhirnya pohon jati itu ditebang
koca'en rèng sè mogherkan jhâtè jiyâ perna èkèding anangès,katanya orang yang menebang pohon jati itu pernah terdengar menangis
kajuna nancel dârâ bâkto èpogher,kayunya meneteskan darah waktu ditebang
rèng sè mogher ta' takerjhât sakalè masala jiyâ,orang yang menebang tidak terkejut sama sekali masalah itu
polana la tao jhâ' kan jhâtè sè èpogher jiyâ kaju berrit,karena sudah tahu bahwa pohon jati yang ditebang itu kayu angker
tapè sèma takerjhât apa,tapi yang membuat terkejut apa
bâdâna mayyitdhâ landâur,adanya mayatnya landâur
sè ajuba'an potè,yang berpakaian putih
ma'bisa bâdâ dinna' mayyitdhá landâur rèya,kok bisa ada di sini mayatnya landâur ini
bánnè matèècapo' peddhâng yá,bukannya mati dihinggapi pedang ya
tanya pan ra'es ka kancana,tanya pan ra'es pada temannya
kancana neng-neng kabbhi,temannya diam semua
ta' tao jhâ' matèna landâur rèya jhâ' bilâ,tidak tahu matinya landâur ini kapan
taona ghun satèya,tahunya hanya sekarang
mayyitdhâ landâur ètatèng,mayatnya landâur diurus
èkèbâ ka tarètanna,dibawa ke saudaranya
cebbi ta' bisa ngoca' pa-apa,cebbi tidak bisa berkata apa-apa
ta' arassa sossa sakalè,tidak merasa susah sama sekali
koca'en satarètanan rèya apèsa ra-gara landâur ta' endâ' abinèbi' cebbi,katanya sesaudaraan ini berpisah gara-gara landâur tidak mau beristrikan cebbi
jellas rapa ta' endâ' jhâ' rèng satarètanan sèèpadhâddhiyâ lakè binè,jelas saja tidak mau kan orang sesaudaraan yang dijadikan suami istri
ahèrra mayyit èbhendem,akhirnya mayat dikubur
èbhendem neng pèngghir sakola'an èsdè,dikubur di pinggir sekolahan sd
eppas neng budina,pas di belakangnya
kan jhâtè la marè èpatè'è,pohon jati sudah selesai dimatikan
èpatè'è bi' èsèramè mènnya' eggas,dimatikan dengan disirami minyak gas
ma'lè ta' tombu polèkoca'en ramo'en,agar tidak tumbuh lagi katanya akarnya
mayyit la marè èkobhur sejjek samarèna jiyâkèya rèng sè bhâ-nyembhâ tadâ',mayat sudah selesai dikubur sejak selesainya itu juga orang yang menyembah-nyembah tidak ada
orèng sè anyembhâ ka kan jhâtè ri'-bari'en rowa atobhât kabbhi,orang yang menyembah pada pohon jati kemarin-kemarin itu bertobat semua
tana la marè èbherse'è kabbhi,tanah sudah selesai dibersihkan semua
tanangotek sè kalowar dâri cètak ghârighi'en tanang bi' salaènna sè calètaghân neng tana tadâ' kèya,tangan otak yang keluar dari kepala ruas jari tangan dan selainnya yang berserakan di tanah tidak ada juga
rèng-orèng salèng nolongè,orang-orang saling menolong
bâdâ sè bâgiyân mersè'è dârâ,ada yang bagian membersihkan darah
bâdâ kèya sè bâgiyân amendem râng-bhârâng bhâdhân sè calètaghân rowa,ada juga yang bagian mengubur barang-barang badan yang berserakan itu
dhâddhi dhisa dinna' satèya aman,jadi desa sini sekarang aman
engko' satèya tennang amaèn ka lowar,aku sekarang tenang bermain ke luar
engko' satèya molaè bisa abhâjâng bi' ngajhi neng masjid polè,aku sekarang mulai bisa salat dan mengaji di masjid lagi
adân isya' la marè acerrèng,azan isya sudah selesai berkumandang nyaring
ca-kanca kabânnya'an dâri dâjâ kabbhi,teman-teman kebanyakan dari utara semua
karo engko' sè dâri lao' bâdâ polè sè dâri bârâ' bi'tèmor,hanya aku yang dari selatan ada lagi yang dari barat dan timur
ghun engko' kadhibi' sè dâri lao',hanya aku sendiri yang dari selatan
engko' ta'ngangghep jiyâ masala,aku tidak menganggap itu masalah
polana dhisa dinna' la aman dâri panyakèt rèng matè'è orèng,karena desa sini sudah aman dari penyakit orang membunuh orang
engko' makè la ajbâlâna kadbibi' satèya ta' tako',aku meskipun berjalan sendiri sekarang tidak takut
kennengngenna masjid bâdâ neng seddhi'en pasar,tempatnya masjid ada di samping pasar
kalao'en pasar pas teppa' ka tang sakola'an èsdè,selatannya pasar pas tepat di sekolahanku sd
seddhi'en bâdâ somorra,sampingnya ada sumurnya
biyasana somor jiyâ èyangghuy engko' mon ngala' udu',biasanya sumur itu dipakai aku kalau mengambil wudu
mon dâpa' ka tang sakola'an,kalau tiba di sekolahanku
tang buluna kolè'manjheng kabbhi,bulu kulitku berdiri semua
poko' la mon dâpa' ghân jiyâ engko'aberka' malolo,pokoknya kalau tiba di situ aku berlari melulu
amatè'è oncor sè ètegghu' engko',mematikan obor yang kupegang
dhingla dâpa' ka rèng amaèsak keddhung,ternyata kalau tiba di dekat pohon kedondong
engko' biyasana ambu neng jiyâ,aku biasanya berhenti di situ
angodi' oncor polè,menghidupkan obor lagi
keddhung jiyâ koca'en ghâbây kennengngan rèng sè andi' sala,kedondong itu katanya untuk tempat orang yang punya salah
orèng sè la-manyala ka orèng sè ta' andi' sala,orang yang menyalahi orang yang tidak punya salah
kalèbunna sè ngâbây,kepala desanya yang membuat
koca'en kalèbunna ma'lè masarakat dhisa dinna' aman,katanya kepala desanya agar masyarakat desa sini aman
tadâ' rèng sè aka-tarèka,tidak ada orang yang berbuat ulah
kemmès malem jumat dâteng,kamis malam jumat datang
rèngorèng bânnya' èntar ka kobhurân,orang-orang banyak pergi ke kuburan
nabur kembhâng bi' amaca yasinan,menabur kembang dan membaca yasinan
kan jhâtè ollè bagiyân kèya,pohon jati dapat bagian juga
bânnya' kembhâng sèètaburaghi ka kan jhâtè,banyak kembang yang ditaburkan ke pohon jati
kembhângnga cem-macem bârna,kembangnya bermacam-macam warna
kèn kabânnya'an kembhâng malatè,tapi kebanyakan kembang melati
adân mahrib la ngatowan,azan magrib sudah terdengar
bâktona engko' èntar ka masjid,waktunya aku pergi ke masjid
makè tadâ' rèng ngajhi engko' pagghun entaran ka masjid,meskipun tidak ada orang mengaji aku tetap pergi ke masjid
engko'langsong èntar ka somor,aku langsung pergi ke sumur
marèna ngala' udu' langsong èntar ka masjid,selesainya mengambil wudu langsung pergi ke masjid
marè abhâjâng makmom pas ngajhi yasin rengbhâreng,selesai salat makmum lalu mengaji yasin bersama-sama
samarèna ngajhi engko' ju'-toju' neng lowar,seselesainya mengaji aku duduk-duduk di luar
nèyatta nantos adân isya' sakalè,niatnya menunggu azan isya sekalian
noro' makmom ghâllu sè molèya,ikut makmum dulu baru pulang
bit-abidhân tang buri' amonyè,lama-kelamaan belakangku berbunyi
sala aèng la kakorangan neng masjid pas kalowar sètan rè,salah air sudah kekurangan di masjid lalu keluar setan ini
engko' ngamok ka tang buri',aku mengamuk pada belakangku
yâ dâ'râmma'a polè,ya bagaimana lagi
dhâddhi engko' kalao' polè èntar ka somor,jadi aku ke selatan lagi pergi ke sumur
dâpa' ka somor engko'angala'udu',tiba di sumur aku mengambil wudu
marèna ngala' udu' buluna kolè' manjheng kabbhi neng tang lè'èr,selesainya mengambil wudu bulu kulit berdiri semua di leherku
dhâddhi engko' atolè ka budi,jadi aku menoleh ke belakang
pas atolè ka kan keddhâng sè bâdâ neng pèngghir èsdè,lalu menoleh ke pohon kedondong yang ada di pinggir sd
engko'ngatèla' orèng akalambiyân potè,aku melihat orang berpakaian putih
dhâddhi polana engko'orèngnga lakar ghuongghu terro taoa pas èsemma'è bi'engko',jadi karena aku orangnya memang sungguh-sungguh ingin tahu lalu didekati olehku
sajân èsemma'è rèya orèng jiyâ malanjhâng ka attas,semakin didekati ini orang itu memanjang ke atas
bi'engko' sangghu rèng posang otabâ rèng towa cè' towana nyarèsomor ghâbây ngala' udu,olehku disangka orang bingung atau orang tua sangat tuanya mencari sumur untuk mengambil wudu
èsemma'è polè bi' engko' temmo sâjân malanjhâng mara,didekati lagi olehku tiba-tiba semakin memanjang
pas adânga ka attas,lalu mendongak ke atas
temmo orèng jiyâ aghella'ân,tiba-tiba orang itu tertawa
engko' langsong aburu cer-ngocer,aku langsung lari terbirit-birit
jhâ' tang buluna kolè'sampè' manjheng kabbhi sabhâdhân,kan bulu kulitku sampai berdiri semua sebadan
engko' burung sèabhâjânga neng masjid,aku batal akan salat di masjid
engko' molè ka roma,aku pulang ke rumah
tako' èpègha'bi' jiyâ,takut dicegat oleh itu
tako' sènga' landâur sè èpèghâ' kan jhâtè neng kennengngan jiyâ,takut seperti landâur yang dicegat pohon jati di tempat itu
engko' anya-tanya ka rèng-orèng,aku bertanya-tanya pada orang-orang
ta'taona jiyâ landâur,tidak tahunya itu landâur
landâur jiyâ malanjhâng polana matèna ècekkel,landâur itu memanjang karena matinya dicekik
èpa ka attas bi' kan jhâtè,dibawa ke atas oleh pohon jati
dhâddhi noro' lanjhângkèya bhâdhânna sènga' kan jhâtè jiyâ kèya,jadi ikut panjang juga badannya seperti pohon jati itu juga
yâ ta' manglo rapa lanjhâng mon èsemma'è,ya tidak peduli berapa panjang kalau didekati
sejjek jiyâ engko'pas ta' èntaran ka masjid polè,sejak itu aku lalu tidak pergi ke masjid lagi
palèng enjâ' dâgghi' mon bânnya' dhâmar sèèpasang neng ma-roma rowa ko' èntara,paling nanti kalau banyak lampu yang dipasang di rumah-rumah itu aku akan pergi
