Madura,Indonesia
Dragula jiyâtemmo èlang ta' èghârassa dâri bhâdhânna Jusop sambi amerr'tandhâ neng tana bi' dârâ sè èkèbâ.,Dragula itu tiba-tiba hilang tidak terasa dari badannya Jusop sambil memberi tanda di tanah dengan darah yang dibawa.
Maske epakane ban badha enomma.,Meskipun diberi makan dan ada minumnya.
Ngoca' ghâbây bâ-tambâabangon tambhâ' odâng.,Berkata untuk tambah-tambahan membangun tambak udang.
benthagga binena.,Bentak istrinya.
bhungkana katès,pohon pepaya
so' alako bhâ,asal bekerja saja
Dhâddhi tang Emma'sokona loka.,Jadi Ibuku kakinya luka.
Nyamana ta' totok long-nolonge. ,Namanya tidak sampai tolong-menolong.
Lolos dâri Mad Nawi neng romana Yu Sarmi ta' majherrâ ka bhâdhânna dhibi'.,Lolos dari Mad Nawi di rumahnya Yu Sarmi tidak membuat jera pada badannya sendiri.
Manabi pangangghuy sowara cèthak panèka èsabâ’ è,Jika pangangghuy suara cèthak diletakkan di
ta' nyambi sala.,Tidak bawa salah.
"Mat Jâgâl, Raset,Paseppa' bi' salaènna kèya èpèntaè tolong.","Mat Jagal, Raset, Paseppa' dan selainnya juga dimintai tolong."
Dimma bâdâ ka'-bhungkaan madâteng panyakèt?,"""Di mana ada bukit mendatangkan penyakit?"""
patang gheḍḍhâk,saling gertak
"Mèlana, ngèrèng maos patètè! Orèng aḍhâ-kan ḍhâ panèka bâḍâ atoranna. ","maka dari itu, baca baik-baik! Orang  berbicara ini memiliki aturan"
èsolet bheḍḍhil,menembakkan
Nyambhit Suroso sè bi'ghuru bânnya'neng-neng.,Sahut Suroso yang tadi banyak diam.
sadhu' ur,serangkai
"Oca’ lalabânna ampo, èngghi panèka ","Kata lawannya tinggi, yaitu"
"Andra, Karim bân ca-kancana paḍâ akor","Andra, Karim dan teman-temannya saling akur."
Ganeko santa' aengnga mon sanonto.,Ini deras airnya kalau sekarang.
"Sanajjan ambu, ta' lemelle.","Meskipun berhenti, tidak berlama-lama."
Tekka’a bâḍâna coma lèma’,setidaknya ada meskipun 5
akal okol,berputar mengelilingi
Oca’ kèrata bhâsa iyâ arèya oca’ sè è bhân-sabbhân keccappa èkaè’aghi ḍâ’ sèttong oca’ sè aghânḍhu’ ma’na.,Kata kerata bahasa yaitu kata yang di setiap suku katanya dikaitkan ke satu kata yang mengandung makna.
cè' holuna sè èntar,terlalu perlu untuk mendatangi
polisi stanya.,polisi bertanya.
Yâ apa can kakè jiyâ Sri.,Ya apa kata kamu itu Sri.
Rèng lakè' sè soghi.,Lelaki yang kaya.
"Ajȃm lakè’ sè èyobu èkaparlo monyèna, apa nyamana?",Ayam jantan yang diperkukan suaranya disebut apa?
Laghu èn-maènan sareng èn-maènanna panèka sa ,Lagu permainan dan permainannya itu sa
Obu’ paḍâ Terro Manḍiyâ,Rambut sama Ingin Mandi
Èntar ka rèng sè ngatowaè.,Pergi ke orang yang mengetuai.
"Dika paperna badha e dhinto, Cong!","Kamu pantasnya ada di sana, Nak!"
Sènyama Muna la ta' temmo ron-sakaronna jhâ'dâ'râmma ghârâssana èghi-naghi bâkto mantan para èmola'enna.,Yang namanya Muna sudah tidak karu-karuan bagaimana rasanya ditinggal-tinggal waktu pernikahan hampir dimulainya.
Jhȃjhȃl bȃca kèjhung èn-maènan è bȃbȃ rèya!,Coba baca kidung permainan pada kotak berikut ini!
Èyatorè salèn ka èjhâ’ân latèn Madhurâ!,Silakan salin ke ejaan latin Madura!
ngaḍḍhep ka tèmor,menghadap ke timur
Paggun mare! ,Tetap saja.
Ta' langkong ajunan jugan palanggeng ngadhebbi kaula,maaf Anda juga dibetahkan menghadapi saya.
tolang to'ot,tulang lutut
perlo apa,perlu apa
"Tape sanonto, bannya' bungkana geddhang se laju kerreng ngathak e bungkana.","Tapi sekarang, banyak pohon pisang yang langsung kering di pohonnya."
è patèè,dibunuh
Kaangguy bungkana nyeyor ban tarebung gun ekala' kolarena otaba bularagga se kerreng,Untuk pohonnya kelapa dan siwalan hanya diambil pelepahnya yang kering.
bâḍâ apoyya,ada apinya
mon bâ'na lakar ngartè jhâ' la'jânè ma'lè ta' dhâddhi tokar,kalau kamu memang mengerti
Bannya' pon se mereng-mereng akaton rob-buwa.,Banyak yang sudah miring-miring terlihat mau roboh.
mosèm anyè,musim panen padi
kè zubèr,kiayi zubair
"Manabi jeḍḍèng, Bhu?","Kalau kamar mandi, Bu?"
olar abhisa,ular berbisa
Po-jur ta' apate neng e songay.,Untung tidak meninggal di sungai.
"Salonna tamba mmaju,Maya mokka' salon neng man-dimman.","Salonnya tambah maju, Maya membuka salon di mana-mana."
pa' tanè acapèngan,pak tani memakai caping
E bakto ganeko buru arassae nyamanna aonjan e bungka'an.,Di waktu itu baru merasakan nyamannya berjemur di pohon.
"Neng tengnga jhâlân Kèyaè Slawi, Naden, bì' rèngorèng sènoro', tapapak bi' sokmana Kèyaè Poleng.","Di tengah jalan Kiai Slawi, Naden, dan orang yang ikut, berpapasan dengan sukma Kiai Poleng."
Jâwâb pètanya è bâbâ panèka kalabân jhârna’!,Jawab pertanyaan di bawah ini dengan jelas!
"Sabab, kabbi manossa ataretan sadaging sadhara","Sebab, semua manusia bersaudara sedaging sedarah."
noro' parènta,mengikuti perintah
rèmbi'è arè rajâ,lahir pada saat hari besar
Pola kèn ta'andi' kopèng sètan rè/Neng pèkkèranna Jusop.,Mungkin tapi tidak punya telinga setan ini. Di pikirannya Jusop.
Aserro ka sokona polana nèddhâ' bâlikèr cè' sakè'èn.,Menjerit pada kakinya karena menginjak pecahan beling sangat sakitnya.
po-sapo panḍâ',alat sapu yang pendek
ajâmma ella notot,ayamnya sudah tidak liar
 Kettang Potè Mon ngala'a lakèna orèng jhâ'ngala' neng budinaengko'.,Ketan Putih. Kalau mau mengambil suami orang jangan mengambil di belakangku.
kaulâ ampon monḍhut,saya sudah mengambil
Bila pon dhapa' ka parlona gi kodu abala ka ga-tatangga se arassae aengnga.,Kalau sudah sampai pada perlunya tetap harus bilang ke tetangga yang merasakan airnya.
Pon ta' nyaman kabasana.,Sudah tidak nyaman keadaannya.
"Akaos mera, mowana pon elop.","Berkaus merah, mukanya sudah layu."
otangnga ella marè èlonasè,hutangnya sudah dilunasi
Bulȃn otabȃ arè èsoltok ma’bhuta,Bulan atau matahari ditelan raksasa
"Sè èmaksod sareng teks èngghi panèka karangan sè mornè, aslè, tollèn otabâ sokkla.","Yang dimaksud dengan teks yaitu karangan yang murni, asli, tulen atau suci."
jhârân bujhil,jenis kuda bertubuh pendek dan kecil
matanyeng talè,mengencangkan tali
manglo ba'na beccè' ḍâ' sèngko',makanya kamu kok baik terhadap saya
"Bakto nyongop kata' ganeko nengale toros kalaban ranca'na se lu'-bilu', akaton gagang. ","Waktu menyembul kodok itu melihat ke tiang dengan rantingnya yang berliku-liku, terlihat seperti gagang."
Binena ta' agir-gigir pole. ,Istrinya tidak ribut lagi.
Mano' se bisa etenggar ban bisa epalappae.,Burung yang bisa ditenggar dan bisa dibumbui.
Okara rèya tamaso’ ḍȃ’ okara ,Kalimat ini termasuk ke kalimat
jhâmo ron-ronnan,jamu hangat
ngajhâk ngocol lajângan,mengajak menerbangkan layangan
Sajjana ba'na ta' kengeng battal karana pokpora batharakala se la reng-oreng loppa'a.,Memang kamu tidak boleh batal karena masalah perkelahian yang sudah orang-orang lupa.
"Bhâsa engghi entenna okara ngalèya ponapa, Ma è ḍâlem tokèlan kanḍhâ è attas, èngghi","bahasa engghi entenna kalimat mau gali apa,ma?, di dalam kutipan obrolan di atas adalah"
pajjhâr ampon ngombâr ḍâri mongghing tèmor,fajar sudah muncul dari suatu tempat disebelah timur
ghilina aèng tanca' cè' santerra,aliran air terjun sangat deras
Apa bhȃsa ènja’ iyȃna ca’ oca’ è bȃbȃ rèya!,Apa bahasa enja' iya dari kata-kata di bawah ini!
Dhina engko' nyarea kadbibi' bbai gballu.,Biar aku mencarinya sendiri saja dulu.
Ѐyatorè sampèyan akanḍâ sareng kancana bhâb listrik!,silakan kamu berdiskusi dengan temanmu tentang listrik
Mon nganèseerè kèbhȃn apa tamaso’ ḍȃ’ buḍhȃjȃ?,Kalau mengasihi hewan apa termasuk ke budaya?
Èlmona rèya la cè' langkana.,Ilmunya ini sudah sangat langka.
aèng cellep,air dingin
Alhamdulillah kita è bâkto samangkèn èparèngè kasempatan aghi pangghi Insyaallah kaulâ sareng para kanca sadhâjâ è ḍâlem kabâḍâ’ân saè tor sèhat,Alhamdulillah kita di waktu sekarang diberi kesempatan untuk bertemu Insyaallah saya dan para kawan semua di dalam keadaan baik dan sehat
"Mèla ḍâri ghâpanèka, Prabu Dèstoroto makompol para pongghâbâna ḍâlem sèmo aghung.",Sekarang dikumpulkan oleh Begawan Abiyoso.
Nyoro duli mole.,Menyuruh cepat pulang.
raca' sapèḍana nayyèn polana ta' èghessot,ruji sepedanya berkarat karena tidak dibersihkan
"E are ganeko keya nyeyorra esombat, sopaja bisa eaterragi ka pasar lagguna.","Di hari itu juga kelapa disumbat, supaya bisa diantar ke pasar nanti."
Salam pamokka’ bȃn salam panotop,Salam pembuka dan salam penutup
Parao sè anyama Bintang Lècèn rèya mangkat ka mor lao'.,Perahu yang bernama Bintang Licin ini berangkat ke arah selatan.
Jâwâb rèng-orèng kabbhi.,"Semua orang menjawab ""iya."""
"È ḍâlem tokèlan puis i moḍèrn è attas, bâḍâna buku ","di Dalam kutipan puisi modern di atas, adanya buku"
"Èyatorè maos carèta Bhâbhâd Alas Ngamarta è attas kalabân tanḍhâ bâca sè lerres, artikulasi tor intonasi sè saè!","Silakan membaca cerita Babad Alas Ngamarta di atas dengan tanda baca yang benar, artikulasi dan intonasi yang baik!"
Ajjhâ’ ghâmpang mowang bu rombu kalamon bânnè neng è,Jangan gampang membuang sampah kalau bukan di
bâḍâ asèlla,ada hasilnya
ka attas,ke atas
Dina saba' gallu soso'na.,gapapa simpan dulu kembaliannya.
Mowana la ta' paddhâng polè.,Mukanya sudah tidak terang lagi.
bâtes alam,batas alam
Paghi’ mon alè’na akuliyâ nyaman jhuwâl bhungkana.,nanti kalau adikmu kuliah enak tinggal jual pohonnya.
atambâ raddhin bhâ,makin cantik saja
Bâkto jiyâbâdâ monyèan pok-kopok neng kopèngnga.,Waktu itu ada bunyian kura-kura di telinganya.
Kare sakone'na pon.,Tinggal sedikit saja sudah.
marè aberka' sèngko' tapegghâ,selesai berlari saya sesak nafas
lakar ḍâ' iyâ,memang begitu
Tembhâng rèya bânnè sokkla buḍḍhâjâ Madhurâ.,Tembang ini bukan asli budayanya Madura.
lo' èeccosè,tidak dipedulikan
nyapa è jhâlân,menyapa di jalan
calana ḍâlem,celana dalam
Mas tenggângnga kakè ma' ghárbbu Mas.,Mas terungnya kamu kok besar Mas.
Molè la ajhâlân santa'.,Pulang sudah berjalan cepat.
nyaropong apoy tomang ma'lè ta' cep pet matè,menyerobong api tungku agar tidak cepat mati
Apa ghunana pidato informatif?,Apa gunanya pidato informatif?
Pettengngan bâdâ lèma bhellâs arè.,Musimnya ada lima belas hari.
Bapa’ sakè’ tabu’,Bapak sakit perut
"Èyatorè maos teks deskripsi se abhul-ombhul Mèyara Ajâm è attas kalabân tanḍhâ bâca sè lerres, artikulasi , tor intonasi sè saè!","Silakan membaca teks deskripsi yang berjudul Memelihara Ayam di atas dengan tanda baca yang benar, artikulasi, dan intonasi yang baik!"
Molae gella' pon ajugit tabing. ,Sejak tadi sudah meloncat-loncat di dinding.
Pekkeranna nyebbut nyamana tan-taretanna.,Pikirannya menyebut namanya saudara-saudaranya.
Cebbi rèya orèngnga cè' lempona.,Cebbi ini orangnya sangat gemuk.
maler sè ngèco',tidak berhenti untuk mencuri
"Dbuli olok kabbbi, soro pangètek nengdâlem pètak paraona.","""Ayo semuanya, suruh sembunyi di dalam kotak perahu."""
ḍârâ potè,darah putih
caretana kancana.,ceritanya temannya.
Alabân cong-pancong sè èbangon bi' rèng-orèng sè mellak ka dhunnya.,Melawan bangunan-bangunan yang dibangun oleh orang-orang yang cinta pada dunia.
orèng mosrèk,orang musyrik
Rèngorèng sèlaèn la ta'mèkkèrè.,Orang-orang yang lain sudah tidak memikirkan.
Tape ta' duli nemmo.,Tapi tidak cepat menemukan.
Bagiyȃn ḍȃri apana bu-tombuwȃn sè anḍi’ lako nyarè pakan?,Bagian dari tumbuhan apa yang bertugas mencari makanan?
cè' marèngèssâ,sangat ngeri
"Enten, enten ko","tidak, tidak."
Mai ta' nyangka bân-sarombân.,Mai tidak menyangka sembarangan.
Cokop neko pon.,Cukup ini sudah.
Jhâ' tang buluna kolè'sampè' manjheng kabbhi sabhâdhân.,Kan bulu kulitku sampai berdiri semua sebadan.
Napepole buja balanda.,Apalagi garam belanda.
Jang duliyan.,Jangan terburu-buru.
aḍḍhâs manès,adas manis
"Ganeko toronna ekaenger, ebirlae mon nagara ca'na sopaja bisa toron.","Itu turunnya dijadikan alasan, dibilang jika negara katanya supaya bisa turun."
"Jhȃjhȃl ghȃbȃy okara kakanthèn sè aghȃnḍghu’ ghuru laghu, bȃnnya’na 5 mègghi’!","Coba membuat kalimat kakanthen yang mengandung guru lagu, banyaknya 5 biji!"
bâto marmar,batu marmer
Pornama la para’ neng è attassa cèthak .,Purnama sudah hampir di atas kepala .
lamon briyâ,kalau begini
lobâng so-soso,mata meriam
soal nomer 21 kantos 25,soal nomor 21 sampai 25
apa bâ'na bhuru ḍâteng,apa kamu baru saja datang
kalaban sowara pon ta' laten.,dengan suara yang tidak kuat.
biyasana mon la malem rengngè,ngarobung
"Aghânḍhu’bâgiyân-bâgiyân akadhi pamangghi, lantaran, tor panegghes.","Mengandung bagian-bagian seperti pendapat, alasan, dan penegasan."
"Tabalindet ka otang, tabalindhet ka nape, ka nape, tandha', penjung, buh empon, egursa kadhari.","Terjerat ke hutang, terjerat ke apa, ke apa, utang, 'penjung', duh sudah, digerogoti dari sana."
"Obâng ghâpanèka sareng Dulla èkabhâḍhi ngobângè pakan, sabâgiyân polè èparèngaghi ka èbhuna.","Uang itu oleh Dulla dibuat membiayai pakan, sebagian lagi diberikan ke ibunya."
Supar ngar-ngaran dâri dâjâ jhâlân.,Supar berteriak-teriak dari jalan utara.
Ca'na anyamanan.,Katanya lebih bagus.
Keng jat anyata'agi se saongguna,Tapi memang menyatakan yang sesungguhnya.
Dila bhunga polana ongghâ terros pangajhina,Dila gembira karena naik terus pengajiannya
tombu jhârâbâ',tumbuh jerawat
Na’-kana’ SD ta’ wajib mèyara bhuḍhȃjȃ Madhurȃ.,Anak SD tidak wajib memelihara budaya Madura.
Nyopprè taḍȃ’ panyakèt,supaya tidak ada penyakit
"Maskumambhâng, artèèpon prèyatèn sanget sossa, ngennes.","Maskumambang, artinya prihatin sangat susah, merana."
"Kalangkong, Nyel Aneka laju lembu' taja'anna tamppar,Nye. ","Terima kasih, Nyi. Ini jadi mudah, kata si tampar."
Aksara ghâjâng manabi èparèngè bhisat amonyè akadhiyâ orèng takerjhât.,Aksara dasar jika diberi bhisat berbunyi seperti orang terkejut.
Se sogi sajan soga' se mesken sajan epaten,"Yang kaya semakin kaya, yang miskin semakin dililit."
"Oca’ sè nganḍhiyaghi sèttong bhârâng sè aghânḍhu’ artè jhubâ’, èsambhât ","Kata yang mengibaratkan satu barang yang mengandung arti buruk, disebut"
"Tantona bila mole dhari sakola'anna, salaen nyare tanongker, kacong ganeko nyandha' buwana duwa'.","Tentu bila pulang dari sekolahnya, selain mencari kepompong, anak itu memegang buah duren."
Karajhȃ’ȃnna rato Koniskha I bȃḍȃ è ḍimma?,Kerajaan raja Koniskha I ada di mana?
panas atè,panas hati
Enggi keng takera abit.,Iya tapi tidak akan lama.
Obu’na eppa’ ella potè.,rambutnya bapak sudah putih.
toju' asanglè' soko,duduk bersilang kaki
taḍâ' lapèssâ,tidak ada lapisnya
Orèng Karaton dâteng kabbhi ka ghunong kennengngan Radèn Wijaya lèkngèlèghi tentara Blândhâ.,Orang Keraton datang semua ke gunung tempat Raden Wijaya melirik tentara Belanda.
orèng ḍȃpor nyang-kennyangan,orang dapur kenyang-kenyangan
Sanonto argana buja pon modha parana.,Sekarang harga garam sudah murah sepertinya.
Ajalan kadibi'an.,Berjalan sendirian.
Topik bhâb Ghârâ’â,Topik tentang Gerhana
Ma'lè rèng-orèng sè anyembhâ jiyâ ta'nyembhâ polè.,Agar orang-orang yang menyembah itu tidak menyembah lagi.
Jbá' sampè' tako' Hosni.,Jangan sampai takut Hosni.
Duliyan pabali.,Cepat kembalikan.
"Ca'na reng kona, bila cempa palotan, bila kanca bisa alebbiyan ban taretan","Katanya orang dulu, bila sudah cocok,bila berteman bisa melebihi saudara."
cè' sakè'na,sangat sakit
dhukon santèt,dukun santet
Sambi ngosar cètakghâ.,Sambil mengusap kepalanya.
ollè kabhâr,mendapat kabar
Otang sabellunna bula abakalan balakka,Utang sebelum aku berumah tangga dulu.
Oca'na dhari penggir songay.,Katanya dari pinggir sungai.
Manabi pangangghuy lajâr panèka ghunana ka’angghuy nombuwâghi monyè ngetter akadhiyâ monyè r sè matè.,jika sandang lajar itu gunanya untuk memunculkan bunyi bergetar seperti bunyi r mati.
Nalèka akompol ,Ketika berkumpul
Neng romana Maya bâdâ kabbhi bâdâ.,Di rumahnya Maya ada semua ada.
Bhâdhân sè arassa bâdâ Dragula dâteng neng budina.,Badan yang merasa ada Dragula datang di belakangnya.
tègghi ongghu,sungguh tinggi
Ḍâ’ ḍimma bulân ngajhâk bhumè?,Ke mana Bulan mengajak Bumi?
Angèn ngèbâ Tuni ngèddâ tèdung.,Angin membawa Tuni pulas tertidur.
So èbhuna soro dhuli saddrika.,oleh ibu disuruh untuk segera disetrika
"Anomma mèsem dhinèng Iyan pagghun bhâi sè ngalèkkèk, tapè Aè’ ella ta’ marongo’.","Pamannya tersenyum sedangkan Iyan tetap saja yang terkekeh, tapi Aè’ sudah tidak cemberut."
ghâgghâr bâkto kapalla mèrèng amarghâ ètambu ombâ’.,jatuh waktu kapalnya miring karena dihantam ombak.
"Malem alerset gan sakone', angen-angen ngalesser.","Malam merayap sedikit, angan-angan merayap."
Apa tegghȃssa ḍȃri ghȃghȃng paḍi?,Apa artinya dari tangkai padi?
taḍâ' prabânna,tidak perawan lagi
Sè èkoto' Kèyaè Slawi rèya ta'lopot dâri ra-cara matadâ'â Romo bi' kolomanna.,Yang dikutuk Kiai Slawi ini tidak luput dari cara-cara meniadakan Romo dan ajarannya.
Banjir ya?,Banjir ya?
ghi' per-sepperran,masih singgah di beberapa tempat
Mon satèya laèn.,Kalau sekarang lain.
samalem bhentèng bulâ jâng-bâjângan ka dhika,semalam suntuk aku terbayang-bayang akan dirimu
sakè' sabân,sakit sawan
Sorowa kan ta' ongga aengngal ,Yang menyuruh kan tidak naik airnya.
Jhâjhâl nyarè ḍuwâ contona oca’ sè aghânḍhu’ konsonan alos berrâ’!,Coba cari dua contoh kata yang mengandung konsonan halus berat!
"Mon èyajhȃri lekkas ngartè, èkoca’","Jika belajar dengan cepat mengerti, disebut"
"olle, kenneng pangerem tang ana' lagguna,","dapat, bisa untuk kiriman anakku besoknya,"
"Aḍhâsar tokèlan bâca’an è attas, bhâsa enjâ’ iyâna okara sè kapèng ḍuwâ’ èngghi panèka","Berdasarkan kutipan bacaan di atas, bahasa enja iyana kalimat yang nomor dua adalah"
taèna kocèng abhitlèbhit ka sarongnga,taru kucing banyak mengotori sarungnya
"Sa’amponna Wangsaḍumèttra nabbhu bhenḍhi perrang, bhâllâ Songennep ampon asanat ka’angghuy aperrang sareng","Setelah Wangsadumèttra nabuh genderang perang, pasukan Sumenep sudah bersiap untuk berperang dengan"
Kaka’ sakè’ tabu’.,Kakakku sakit perut.
"Pangarana akkalla, ko'-juko' se pendha bannya' gancko pajat ta' ejuwala.","Anehnya, ikan yang bagus-bagus justru tidak dijual."
Bulânna bunter mara ghâḍḍhâng,Bulannya bundar seperti pisang
oca' èpon ḍâunna jhâmbhu panèka angghâḍhuân kasèyat,konon daun jambu itu mempunyai khasiat
"Bhâsaèpon sake’, iyâ arèya ?","Bahasa halusnya 'sakit', yaitu?"
"Bila la ekera sepa', reng-oreng jareya pas ngaso e babana pelle mongging bara","Bila sudah dikira cukup, orang-orang itu lalu beristirahat di bawahnya pohon mangga sebelah barat."
tatangghâna ghi' bhuru manaddhek roma anyar,tetangganya baru saja mendirikan rumah yang baru
Angodi'i oncor polè.,Menghidupkan obor lagi.
