Madura,Indonesia
nom mari robbhu sakejjhâ' sambi anahan sakè' pas langsong jhâgâ polè,nom mari roboh sebentar sambil menahan sakit lalu langsung bangun lagi
bunglon acè,rambutan aceh
nalèka bâ’na akompol bân orèng,ketika kamu berkumpul dengan orang
jhâ' arebbhu'ân arta,jangan berebutan harta
jhânjhi kapatè,janji sampai mati
tokang sapo,tukang sapu
nyare nase',mencari nasi
lebbi copè',lebih sempit
ko' kammaa dhika,kamu mau kemana
ḍâteng bhâsa èngghi bhuntenna,datang bahasa engghi bhuntenna
ngedhing oca' cara ganeko aba'na sajan takerjat,mendengar kata seperti itu dia makin terkejut
bâu bhâlâ,masih ada kaitan saudara
engko'madhâddhi kakè ghâbây tang binè rèya polana neng tang roma tadâ' sè ghâbâyâ ro-soro,aku menjadikan kamu sebagai istriku ini karena di rumahku tidak ada yang untuk disuruh-suruh
odi’ pèno' ataretan,hidup penuh persahabatan
ma'lè odi' ta' karo andi'en rèng soghi,agar hidup tidak seperti milik orang kaya
teppa'na ajhâr,sedang belajar
patèèn lèlènna,padamkan lilinnya
lamba' oreng towana ji monentar tao acarok kalaban kaena mad ja'i tadha'se kala tadha' se mennang,dulu orang tuanya ji monentar berkelahi dengan ayahnya mad ja'i tidak ada yang kalah tidak ada yang menang
laèn dâri jiyâ,lain dari itu
kacong ganeko gunna bisa nanges caremmet ban ta' laten ngabasagi koceng se aderrap polana kennyang ngakan kakapper abarna soklat ganeko,anak itu hanya bisa menangis merengek dan tidak kuat melihat kucing yang mendengkur karena kenyang makan kupu-kupu berwarna cokelat itu
kakè noro' tang oca' iyâ ta' noro' yâ ta' rapa,kamu ikut ucapanku iya tidak ikut ya tidak apa-apa
catet bȃn hafallaghi ghȃllu laghu lar-kolarjhȃng jȃrèya,catat dan hafalkan dahulu lagu ular-ularan tersebut
oca’ asal oca’ sè ta’ aobâ ḍâri asalla akadhi,kata dasar yaitu kata yang tidak berubah dari asalnya seperti
dhari ganeko keya aba'na ban binena olle pangaselan,dari situ juga dia dan istrinya mendapatkan penghasilan
jhârân bujhel,kuda kerdil
maya pagghun acarèta,maya tetap bercerita
ngoca' rasat takerjhât,ucap rasat terkejut
melagukan tembang dolananlaghu ѐn-maѐnan,melagukan tembang dolanan lagu permainan
tape paggun maksa nerrosagi caretana,tapi tetap memaksa meneruskan ceritanya
tadâ' sèbângal ongghâ ka tas ka'-bhungkaan,tidak ada yang berani naik ke atas bukit
monyèna rèng binè' aweng-gâruwweng,suara para istri ribut
jè' mèlor ka pasar,jangan ikut ke pasar
ngala' ontong,mengambil keuntungan
panda mak,panda kak
ngedhing sowarana kata' se rampa kakapper ganeko aromasa pera' esambut kadhatengnganna kalaban nyemonyeyan,mendengar suaranya katak yang ramai kupu-kupu itu merasa beruntung disambut kedatangannya dengan nyanyian
akadhi rèng tanè dhâghâng pongghâbâ polisi sareng samacemma,seperti  petani pedagang pegawai polisi dan lain sebagainya
ta' terro ka la'-ola'anna kaula,tidak mau ke buatan saya
pon pan-barampan lalake' ganeko badha e gadhiya,sudah beberapa kali laki-laki itu ada di sana
anapa mè' paggbun adbá'ârán sè è-saè,kenapa kok tetap makan yang enak-enak
jusop adântos abit,jusop menunggu lama
kakè la marè dhâddhi orèng sè èpartajâi,kamu sudah selesai jadi orang yang dipercaya
ta' andhân polè,tidak lama lagi
salaèn abhersèyan kanḍhȃngnga sapè eppa’na budin alako apa,selain membersihkan kandang sapi budin pergi ke mana
mon nèngghu mèn-rammèn bâḍâ dèrmolenna,kalau melihat keramaian ada komidi putarnya
tello jhâm,tiga jam
jhȃghȃ’ȃghi karaton rèya,jaga keraton ini
nya dumma ta' kennèng èkowasaè,nya dumma tidak bisa dikuasai
arghâna ongghâ,harganya naik
sabâb langngè’ arosak sèngko’,sebab langit merusakku
ta' biyasana atun nangale salembar dalubang e lencak katedhunganna,tidak biasanya atun melihat selembar kertas di balai-balai tempat tidurnya
kadhâng mon pettengngan binèna rèng majâng amènta dhingla arè kemmès malem jumat,kadang kalau musim ikan istrinya orang nelayan meminta kalau hari kamis malam jumat
mèmpè èkadâtengngè orèng towa,mimpi didatangi orang tua
juwâbâ sè tènggi panghulu,jawablah yang lantang ketua
matana mellong,mata yang terlihat berkilauan
torè laggbu' gbulá gbi' anyo'ona pamèt ka kapolres bárânta ka angghuy ghábáy ga-jágâna gbula sareng sampèyan sadbájbá,mari nanti saya minta izin ke kapolres barata untuk menjaga kita semua
salaènna teks narasi bâḍâ jhughân teks sè laèn,selainnya teks narasi ada juga teks yang lain
sè lakar lèbur,yang memang suka
mon lèbur pastè bânnya' ètègghu orèng,jika menarik pasti banyak ditonton orang
nampes ka jang-anjang jangka' ban tomang,membasahi rak piring kusi dan tungku
aponapa manossa ma’ èsambhât makhlok samporna,kenapa manusia kok disebut makhluk sempurna
ghilina aèng,aliran air
apalagi barganya kau kasib murab untukku,apalagi barganya kau kasib murab untukku
tape mon ka' sudahnan paggun ngajar e sakola'an ban ta'ebajar apa iya bisa odhi' lebbi nyaman dhari sateya,tapi kalau kak sudahnun tetap mengajar di sekolahan dan tidak dibayar apa iya bisa hidup lebih nyaman dari sekarang
ḍâ' mapanḍâ',pendek-pendek
ka lowar ampon,ke luar sudah
mon marè akemmè dhuli sèram ma'lè jeḍḍingnga ta' abâu lasèng,kalau selesai kencing cepat disiram agar kamar mandinya tidak berbau pesing
jhâman satèya,jaman sekarang
soal jâwâb,soal jawab
dina ambuwi,gapapa berhenti
satè embi',sate kambing
oca’ sakanca’an bilâ èbirjhi’ mènorot keccabbhâ iyâ arèya ,kata sakanca’an bila dipecah menurut suku katanya yaitu
mon orèngsè andi' parao lakar ta' kendhâk,kalau orang yang punya perahu memang tidak pelit
rèng kaduwwâ langsong molè,kedua orang itu langsung pulang
taḍâ' prabânna,tidak perawan lagi
juwâbâ sè lèmbhâ',jawablah yang lembut
ghi' lâ-bhâlâ,masih termasuk kerabat
sokona te coco' ḍuri,kakinya tertusuk duri
ta' molèa mon ta' tagher malem,tidak akan pulang sampai hingga malam
èkèkkè' rengngè',digigit nyamuk
masè ghi' èman,sepertinya masih sayang
ocona yajá ma',ciumnya di sini bu
malem alerset gan sakone' angen-angen ngalesser,malam merayap sedikit angan-angan merayap
bân polè engko' ya' rajâ otang ra-gara pèssèna solar ta' andi',dan lagi aku ya besar utang gara-gara uang solar tidak punya
abhâjâng sobbhu,melaksanakan shalat subuh
saellana ḍiyem pas berka’ entar ka kancana jhâ’ èmellèyaghiyâ ajâm sè merdhi bi’ embu’na,setelah diam lalu dengan gembira pergi ke temannya bahwa akan dibelikan ayam yang jago oleh ibunya
ma'lè tadâ' rèng tao dâyyâ,agar tidak ada orang tahu begitu
san-mèsan èkala'a kabbhi,sekalian saja akan diambil semua
laèn oca’na lambâ ’ èngghi panèka ,lain katanya dulu yaitu
jhuḍhu bân patè bâḍâ sè ngraksa,jodoh dan mati sudah ada yang mengatur
saronèn anḍi’na rèng jhȃbȃ,saronen berasal dari jawa
namen malathè èkaparlo,tanam melati diperlukan
polana neng madhurâ bânnya' mènnya'en,karena di madura banyak minyaknya
oca'na sahwi ka kancana se kadhuwa brudin dan satnan padha sepa' e babana pao se badha e taneyanna sahwi,ucapnya sahwi kepada kedua temannya brudin dan satnan yang sama-sama nyaman di bawah pohon mangga yang ada di halaman rumah sahwi
sampeyan ta' lapar gi,kamu tidak lapar ya
penakan lakè',kemenakan laki-laki
sanèrbhâna bhâdhân kadhi robbhuâ,seluruh badan seperti mau roboh
sèngko’ gi’ nèpè’an,saya masih kecil
sèket bâllu',lima puluh delapan
dhuwâna la èkabbhulaghi,doanya sudah terkabul
palèmbâyyâ aghipat mara panjhâlin,ayunan tangannya melenting seperti rotan
èpènta'a rèng ngakan,dimintai orang makan
aghellâ' kak-ngakak,tertawa ngakak-ngakak
se dujan dha' kalakowan,yang suka ke pekerjaan
ta'taona jiyâ landâur,tidak tahunya itu landâur
tamennan sè matè dhuli oddhut,tanaman yang mati cepat dicabut
polana angèn ghârâssana kalowar dâri dâjâ,karena angin kencangnya keluar dari utara
ta' tao ja' sapa se nemmo,tidak tahu siapa yang menemukan
rèng sè andi' parao sè laèn bânnya' nyèndhemmèorèngnga tang lècèn,orang yang punya perahu yang lain banyak membuntuti orangnya bintang licin
tape lalake' ganeko paggun toju'e penggirra galadhak kalaban nyergu' roko'na se cap tampar,tapi laki-laki itu tetap duduk di pinggir jembatan dengan menyeruput rokoknya yang cap tampar
tanangnga kangan-kacer nyonjung ladding,tangan kanan-kiri menjunjung pisau
la ta'kennèng èkèntarè polè mon nga' jiyâ,sudah tidak bisa diantar lagi kalau begini
tembhâng èlampa’aghi kalabân ,tembang dilaksanakan dengan
juwâbâ sè lèmbhâ' rèya,jawablah yang lembut ini
ta' kera sagampang mowang sarpa ka dhalem tomang,tidak akan segampang membuang ampas ke dalam tungku
sabelunna kodhu masèghek topik lajhu nantowaghi bhul-ombhul,sebelumnya harus memastikan topik lalu menentukan judulnya
sè aḍâ’na nyaronèn sè èyèrèng nabbhu ghenḍhâng sè è buḍi negghu’ peccot  artèna,yang di depannya meniup saron yang diiringi menabuh gendang yang di belakang memegang cemeti artinya
bâca’an narasi panèka manabi èbirjhi’ bâḍâ bâgiyân-bâgiyânna,bacaan narasi ini jika diuraikan ada bagian-bagiannya
bhâb-ghâbhâr eppa' mèlor,perkara ayah ikut
polana ènggi' sè ènggi' nyo'on sè nyamana eppa',karena memang begitu tolong panggil nama ayah
ngoḍo' lilin,menyalakan lilin
bulȃn otabȃ arè èsoltok bhuta,bulan atau matahari ditelan raksasa
ella bâjâna ana'na ajhâr atata,sudah tiba saatnya anaknya untuk belajar bertata
saba se ngala' paron ganeko etorap gallu,sawah yang mendapat paroan itu diairi dulu
sebbhuttaghi macemma oca’ camporan,sebutkan macam-macam kata majemuk
polos sè èpon,polos yang beban
râng-bhârâng sè rang-larang la bâdâ neng pangabâssanna,barang-barang yang mahal-mahal sudah ada di pandangannya
mèmpèr sè bârât,pagi yang sibuk
èkerra' pis-tipis,dipotong tipis sekali
kopèngnga embana jusop tèngel,telinganya neneknya jusop tuli
man sunahwi ngala' parse,paman sunahwi mengambil pepaya
sarini jaga ban nojju ka dhapor,sarini bangun dan menuju ke dapur
ghrighi' manès,jari manis
orèng neng seddhi'en marè ngamalâ jhâ' mon nengneng neng sakola'an rèya kodhu jhâ' akemmè,orang di sampingnya selesai berpesan bahwa kalau diam di sekolahan ini harus jangan kencing
makanè sapè bi' rebbhâ,memberi makan sapi dengan rumput
pola dhaggi' marena esalameddi aeng pendha gampang,mungkin nanti setelah diberi sesajen air terlihat gampang
ban bila etemmo cong nangka esoro mele apa moleya ka bengkona,dan bila ditemukan cong nangka disuruh milih apa pulang ke rumahnya
parlo artèna berta pajhât kodhu èpaḍâpa’ otabâ èkabhârraghi ḍâ’ orèng laèn,penting artinya berita memang harus disampaikan atau dikabarkan kepada orang lain
iyâ lè’ mara tolongè nyarèyaghi perrèng mon aghâbâyâ,iya dik ayo tolong carikan bambu kalau mau buat
ta’ saponapa abiddhâ lajânganna moso ampon aghârâttong aghâlimbâng ètongngo’ angèn nèmor nanḍhâ’aghi jhâ’ lajânganna reza mennang,tidak berapa lamanya layangan musuh sudah putus melayang ditiup angin timur menandakan bahwa layangannya reza menang
abala ja' paraban se gella' etenggu pon epega'lanceng laen,mengatakan kalau perawan yang tadi ditunggu sudah ditangkap laki-laki lain
mènangka pangèsto ḍâri lambâ' ka satèya,sebagai persembahan tanda setia dari dulu sampai sekarang
ḍȃri sadhȃjȃ karya sastra sè pagghun kalampan èngghi panèka puisi kona syi’ir kèjhung èn-maèn sè teptep jhenno è maghȃr sarè,juga karya sastra yang masih dilakukan seperti puisi kuno syair kidung dan permainan yang terus diwariskan di berbagai tempat
tembhâng madhurâ serrebbhân ḍȃri buḍḍhâjâ jhâbâ,tembang madura serapan dari budayanya jawa
oca'en dâlem atèna,ucapnya dalam hati
ènto' nèng èndâ',duduk di depan
tanang gunna dhuwa'an,tangannya hanya dua
tape se nyamana kalobut kole'na jagung ngetek ta' etengngale,tapi yang namanya kalobut kulitnya jagung bersembunyi tidak terlihat
monggu dha' bula saongguna ampon tao ja' dika padha ban babine' se laen,meskpi menurut aku sesungguhnya sudah tahu kalau kamu sama dengan perempuan yang lain
landâur jiyâ langsong maèlang,landâur itu langsung menghilang
apa sè ènyamaè mosèm nambhȃrȃ’,apa yang dimaksud musim penghujan
ollèna jhuko' sakabbhinna bâdâ tello pètak,dapatnya ikan semuanya ada tiga petak
nyare ranca' tape ta' duli nemmo,mencari ranting tapi tidak cepet ketemu
bhârâng haram,barang haram
 aponapa bhu,kenapa bhu
jusop nantos dâtengnga dragula,jusop menunggu datangnya dragula
sarobâ b·ân,serupa dengan
saripa aropa'agi pottre tonggalla pa' tenggi se kabilang kembang disa malathe sokma monggu ka ceng-lanceng se ngataowe,saripa merupakan putri tunggalnya pak kepala desa yang terbilang kembang desa melati sukma bagi para perjaka yang mengetahuinya
enggi dina dhaggi' melleya buja balanda balakkadan,ya sudah nanti beli garam belanda saja sekalian
kèlap salang papèyar salèng sambit,kilat saling bersahutan saling sambar
sutomo mondhuk se tadha' oreng romana sakale,sutomo mondok yang tidak ada orang rumahnya sama sekali
molae seppe pole,mulai sepi lagi
engko' terro ana' ka',aku ingin anak kak
kètèran èkaparlo apana,burung perkutut diperlukan apanya
bánnè matèècapo' peddhâng yá,bukannya mati dihinggapi pedang ya
romana buari bâdâ neng lao'jhâlân,rumahnya bu ari ada di selatan jalan
enggi dina ja'kabbiyagi,iya sudah jangan semua
sadhapa'na cong nangka epatedhung e kobungnga pa' tenggi se e ban-sabban mare mangrib ekennengnge na'-kana' ngaji se nyolok dhari bengkona,setibanya cong nangka ditidurkan di surau pak kepala desa yang di setiap selesai magrib ditempati anak-anak mengaji yang datang dari rumahnya
kakapper ganeko pas ngabber ka ka'-bungka'an se laen se pon lendhi keya se akaton pon padha katondhuna,kupu-kupu itu lalu terbang ke pohon-pohonan yang lain yang sudah kering juga yang kelihatan sudah sama-sama ketiduran
orèng sè kèanèajâ,orang yang teraniaya
anapa panjennengan ma' tega kadi ka'dhinto mak,kenapa anda kok tega seperti ini mas
nyilit dhâlubâng,mengelem kertas
reng-tareng mare epajaga,tenda-tenda selesai didirikan
tata krama rèya adhât parnata kona,tata krama ini adat penata lama
ya mara ejaga'a,ya sana dijaga
sampè' tanèyan nyèwa dâ' rèng sè andi' roma jhâu dâri mè-rammè,sampai halaman menyewa pada orang yang punya rumah jauh dari keramaian
mor lao' la ngatowan nyoro kèlap,arah selatan sudah terlihat menyuruh kilat
abanto banne sakeng terro eabasa sapa ban sapa ,menolong bukan karena ingin dilihat siapa dan siapa
rèng-orèng padâ arat-taradhân neng ma-roma sambi negghu' arè'bhirâng kol-pokol bi' èn-laènna,orang-orang pada berhamburan ke rumah sambil memegang arit parang golok dan lain-lain
tembhȃng kasmaran bȃḍȃ 4 paddhȃ,tembang kasmaran ada 4 bait
man satrawi se pottrana gi' mondhuk wa,paman satrawi yang putrinya masih mondok itu
badha'a kadaddiyan apa'a bai ja' mole sabellunna nyeyor areya abuwa,akan ada kejadian apa pun jangan pulang sebelumnya kelapa ini berbuah
orèng seppona ampon sèdhâ tello taon sè tapongkor,orang tuanya meninggal dunia tiga tahun yang lalu
bân-sèbân ènga' rèya,mereka ingat ini
ta' kera kose abit agilis jagung paleng pon sapa-tareddebban pon mare,tidak akan lama menggiling jagung paling juga sebentar sudah selesai
sossa atè,bersusah hati
orèng sè bâḍâ è ḍâlem carèta panèka ècapo’ pokpara,orang yang ada di dalam cerita tersebut dihadapkan pada suatu masalah
kalèbunna ngumbâr dâri dâjà nompa' sapèda suppra,kepala desa datang dari utara naik motor supra
è tanèyan tèra’ bân sonarra bulân,di halaman terang oleh sinarnya bulan
tapè paraona pagghun cekka',tapi perahunya tetap seret
kennèng tèmpak,kena sepak
salaen ajagan dha' magarsare sakampong ja' cong nangka dibi' kaodhi'anna agumantong ka oreng e sakobengnga kebbun nangka,selain ajakan ke masyarakat sekampung kalau cong nangka sendiri kehidupannya bergantung pada orang di sekitar kebun nangka
mon mosèm nambhȃrȃ’ angèn tanḍes,kalau musim penghujan anginnya kencang
tadha' se bangal acangnga' pole,tidak ada yang berani membantah lagi
pessèna èpet-kompet èsarongnga,uangnya disembunyikan di sarungnya
neng toko jiyâ gh' bâdâ karèna diskonan,di toko itu masih ada sisa diskonan
samangken sanyo pon daddi nyamana kompana aeng,sekarang sanyo sudah jadi nama pompa air
aksamen tolès,ujian tulis
kèyaè subayri toron dâri jhârân,kiai subairi turun dari kuda
angen kalesser,angin berhembus
emmas sè berrâ' sakèlo èlang,emas yang beratnya sekilo hilang
ka naghâra ta’ alalabânan soal kapèng 14-15 maghut ḍ â’ puisi bâbâ panèka,ke negara tidak melawan lanjut soal nomor 14–15 berdasarkan pada puisi di atas
tep-pa' e babana bubunganna,tepat di bawah atapnya
tana beḍḍhi,tanah pasir
penter mon esoro le'nyelle',pintar kalau disuruh nyelip-nyelip
ninja celleng rèya bâdâ neng taon 1998 è madhurâ,ninja hitam ini ada pada tahun 1998 di madura
tapè rèng lakè' jiyâ èpamaso' bâkto tadâ' salakè'en,tapi lelaki itu dimasukkan waktu tidak ada suaminya
pangangghuy panèka kèngèng èghuna’aghi manabi ampon ngobâsanè nyerrat ,pangangghuy itu dapat dimanfaatkan ketika sudah membahas tentang menulis
mega mera pon ngaremmeng,awan merah sudah berkmpul
angènna bhȃrȃt,angin barat
ban ollena bubuk agumantong ka bannya'na bato se eobbar,dan hasil bubuknya bergantung pada banyaknya batu yang dibakar
ngambui aroko',berhenti merokok
ajjhâ' ru-kebhuru ḍâgghi' labu,jangan terbwu-buru nanti jatuh
