Madura,Indonesia
jhâjhâl birjhi’ oca’ è bâbâ arèya menorot keccabbhâ,coba penggal kata di bawah ini menurut suku katanya
kana' kènè' sè amèro'an rowa jhâ'-sakejjhâ' nangès malolo,anak kecil yang ingusan itu sebentar-sebentar nangis melulu
kennengnga buku,tempatnya buku
buri'na sèpèt,pantatnya tepos
buḍu'na ajâm,anaknya ayam
èlong bhirta',hidung pesek
pènter ngakkalè,pandai mengakali
muna arassa ta' pantes ngamalâ ka rèng laèn polana abâ'en dhibi' la ta'parabân,muna merasa tidak pantas berpesan pada orang lain karena badannya sendiri sudah tidak perawan
ngala’ arè’ so lanḍu’ tor capèngnga,mengambil celurit dan parang serta topinya
bhân-sabbhân orèng panèka ngaghungè kabhutowan,setiap orang memiliki kebutuhan
lagguna pole enggi nye,nanti lagi ya nyi
malengos ka dhapor,berpaling ke dapur
mellè jhâjhân,membeli jajan
mon bhâghus bhâsana tolès okara sè ḍimma'an,kalau bagus bahasanya tulis kalimat yang mana saja
èsoro toju'mala naddhek,disuruh duduk malah berdiri
lapangan kerrabhân,lapangan untuk arena kerapan
carèta èterrossaghi sareng perrang kembhâng èngghi panèka bâḍâna perrang antarana ksatria sareng bhuta,cerita diteruskan dengan perang kembang yaitu adanya perang antara ksatria dan raksasa
bhâsa enjâ’ iyyâna oca’ sanonto èngghi panèka,bahasa enje' iyye kata sekarang adalah
padha ban dika ka' dhissa' oreng se kadiya buru toron dhari karaja'anna kalaban masteka,sama seperti kamu di sana orang seperti baru turun dari kerajaannya dengan mustika
bâdâ ngara sangang orèng,ada kira-kira sembilan orang
bâdâ pokol tello'an sèjâghâ,ada pukul tigaan dia bangun
kasmaran artèèpon asmara bellâs asè,kasmaran artinya asmara belas kasih
mo-temmona bâdâ neng tengnga tasè',tiba-tibanya ada di tengah laut
nè’-kènè’ tao nopè tarompèt artèna rengngè’,kecil-kecil tahu meniup terompet artinya nyamuk
mon soro' bakal ngangen,kalau longsor akan berongga
ongghâ kellas,naik kelas
ngaroso reng nanagi,ngaroso orang menagih
bila daddi juko' julit kalaban buja cabbi se dha' -seddha' peddhis,kalau jadi ikan bumbui dengan garam cabai yang terasa pedih
ampon lastarè,sudah selesai
dhalem kamoleyan ganeko aba'na paggun agandhu' peta-nya,dalam kepulangan itu dia tetap mengandung pertanyaan
sanape argana,berapa harganya
pak raji ngajhâr neng sdn tlonto rajâ,pak raji mengajar di sdn tlonto raja
ondhem akaton anyek-garennyek dhalem pangabasanna kata' ganeko ,awan terlihat berkedut dalam penglihatan kodok itu
atatamen ka’angghuy mabânnya’ ponapa,bercocok tanam untuk memperbanyak apa
bân polè kakè la towa,dan lagi kamu sudah tua
saporana yu sèngko’ ta’ nengnget ca’na danu,maaf ya yu aku tidak waspada kata danu
emma'nyorowan tareppa'en tadâ' engko' neng roma,ibu menyuruh kebetulan tidak ada aku di rumah
apa sè èsa ḍiyȃ’aghi bu rini,apa yang disediakan oleh bu rini
bhing ana’ sowarghâna èkaollè,duhai anak surganya didapat
pangèran lor panèka asmana rato sè ngobâsanè songennep,pangeran lor adalah nama seorang raja yang berkuasa di sumenep
aèng cellep,air dingin
adân mahrib la ngatowan,azan magrib sudah terdengar
ya' tang parao ta'ghellem nyapo' sakalè,ya perahuku tidak mau menyauk sekali pun
kalaban narema dha' kabadha'an aba'na cocco' paggun akongko',dengan menerima terhadap keadaan dirinya paruh tetap berkokok
nape dika pon ta' langgeng odhi' ban bula,apa kamu sudah tidak betah hidup dengan aku
sombher bân songay kerrèng,sumber air dan sungai mengering
dhujân ngamok,cepat ngamuk
pèlak ngèmpo' pèssè,pandai mengumpulkan uang
sèngko’ maca buku,saya membaca buku
ngaḍḍhep ka tèmor,menghadap ke timur
sebbhuttaghi 10 macem kèbȃn sè soko empa’,sebutkan 10 macam hewan yang berkaki empat
emba mellè tellor teilo mègghi'è bârungngan emmo' tija,nenek membeli telur tiga butir diwarungnya mbok tija
nyo’on sapora ka èbhu,memohon ampun kepada ibu
kèngèng jhughân monyè sè paḍâ panèka abujut monyè sè matè otabâna konsonan akadhi b c d ḍ kantos,bisa juga bunyi yang sama ini berupa bunyi yang mati  atau konsonan seperti b c d ḍ hingga
benḍirâ mèra potè,bendera merah putih
apa bhul-ombhul puisi è atttas,apa judul puisi di atas
marè nyaddrika salwa amit ka èbhuna terro ḍung-tèḍungnganna,setelah menyetrika salwa pamit ke kebun untuk tiduran
parèbhȃsan nasèhaddhȃ bȃngatowa madhura kona,peribahasa nasehatnya nenek moyang madura kuno
mowana sambi sem-mèsem,mukanya sambil senyum-senyum
e attassa sampan pajang,di atasnya sampan nelayan
iya onggu,iya benar
dâpa' ka kennenganna pas mapak jhuko'ngaracak bângngarambâng,tiba di tempatnya lalu memergoki ikan berserakan bertebaran
brâghâddhâ perkara,ongkos perkara
lajar pote bang-kambangan,layar putih terapung-apung
pangangghuy panambâ èngghi panèka abujud ,pangangghuy tanda penambah berbentuk
ghuru sè dhujân tak-sentaghân ta' èkasennengngè bi' rèd-morèddhâ,guru yang suka membentak-bentak tidak disenangi oleh murid-muridnya
arapa ma' pera' dhari tana,kenapa kok hanya dari tanah
aracèk obhât,meracik obat
engko'terro dhâddhiya malaèkat sè nabu'ân nyaba,aku ingin menjadi malaikat yang mencabut nyawa
lampu ambu majar sabban bulan,lampu harus bayar setiap bulan
menta tolong ngosong jasadda man satrawi,minta tolong menggotong jasadnya paman satrawi
pepena bacca egili aeng mata dhari somber se anyama sokma,pipinya basah dialiri air mata dari sumber yang bernama sukma
alè’ abhersèyan apa,adik membersihkan apa
sampe' ana'na todhus se amaena ka bengkona taretanna se pendba sogi,sampai-sampai anaknya malu yang mau bermain ke rumahnya saudaranya yang lumayan kaya
kèn mon cong semar bi' cong simarta'enda'kalowar dâri kampong dinna' dbina kakè mèlè mara pong-pong bádáneng dinna',tapi kalau cu semar dan cu simar tidak ingin keluar dari kampung sini biarkan kamu memilih ayo mumpung ada di sini
ngambâ'â dhika,menunggu dirimu
tako' ollè pokolan polè dâri salakè'en sè ta' toman arekkep bhâdhânna,takut dapat pukulan lagi dari suaminya yang tidak pernah memeluk badannya
rèngorèng bânnya' èntar ka kobhurân,orang-orang banyak pergi ke kuburan
dhu'uman pandhighâna ollè duw essak èbâng,untuk lauk nelayannya dapat dua keranjang masing-masing
mon tembhâng bhuru ètolès biyasa bânnè kangghuy bhâk-tebbhâghân tolèsanna mara rèya bâḍâ malèng bânnya’na kalèma,kalau tembang baru ditulis biasa bukan untuk tebak-tebakan tulisannya seperti ini ada maling banyaknya kelima
ta' mon kèlap malolo rowwa sè kalowar pagghun bâdâ rèjhekkèna,tidak kalau kilat melulu itu yang keluar tetap ada rezekinya
taḍâ' asèlla,tidak ada hasilnya
oca’ aḍhâ’âr asalla ḍhâ’âr pas kèngèng ter-ater ,kata aḍhâ’âr asalnya ḍhâ’âr lalu mendapat awalan
jhȃjhȃl ghȃbȃy okara kakanthèn sè aghȃnḍhu’ ghuru lumaksito bȃnnya’na 5 mègghi’,coba membuat kalimat kakanthen yang mengandung guru lumaksito banyaknya 5 biji
matèna rèya ètandhâi kè'kè'an neng lè'èrra,matinya ini ditandai gigitan di lehernya
jhâjhân kocor èkaghâbây ḍâri,jajan kucur dibuat dari
pantha’anna keccap èsambhât ,pembagian suku kata disebut
lalake' ganeko pajat ta' nyangka ja' dhapa'a ka kottha raja ganeko,laki-laki itu memang tidak menyangka kalau sampai ke kota besar itu
lanas ghâḍhungan,jenis nanas yang buahnya besar
lâ mè' bisa yâ,lho kok bisa ya
nyarè pangorèbhân,mencari penghidupan
lakè' tor binè',laki dan perempuan
ngebhiri kocèng,mengebiri kucing
èbhu aghuring tahu,ibu menggoreng tahu
ponakan binè',kemenakan perempuan
dhâddhi manabi èserrat kodhu parèngè titi’ ḍuwâ’,jadi kalau tersirat haru diberi titik dua
kaju sè ella alpo',kayu yang sudah lapuk
ngèrèng karembhâk sareng ghâlimpo’na ka’angghuy ajâwâb pètanya è bâbâ panèka kalabân jâwâbhân sè sorop sè bâḍâ è pingghir kananna,mari diskusikan dengan kelompok guna untuk menjawab pertanyaan di bawah ini dengan jawaban yang tepat yang ada di sebelah kanannya
angghuy bhâi saparlona,gunakan seperlunya saja
tèndhâk tandhuk paḍâ artèna sareng ,tingkah laku sama artinya dengan
odhi' rokon ban atong daddi jemjemma oreng ala-bala,hidup rukun dan damai menjadi impian orang berumah tangga
mon rajâb langsong matè'è,kalau rajab langsung membunuh
ta' langkong ajunan jugan palanggeng ngadhebbi kaula,maaf anda juga dibetahkan menghadapi saya
mon dagangan bula egiba cangko' lagguna bula kateteran,kalau dagangan saya dibawa kataku besoknya saya keteteran
alagâ' mara rèng bârâ',berlagak atau berperilaku seperti orang barat
baddiyanna dika oreng se mokka' kajembaranna bula e are sanonto,biasanya kamu orang yang membuka kebahagiaan saya di hari sekarang
tokoh èngghi panèka sè èkacarèta otabâ sè ,tokoh adalah yang diceritakan atau yang
pagghun rèng towana suroso ta' bisa mabhâttalaghi acara mantanna,tetap orang tuanya suroso tidak bisa membatalkan acara pernikahannya
tuni ghun ènga' ka carètana embana sè carèta ana'en orèng èlang èyèrrep bi-ibi,tuni hanya ingat pada cerita neneknya yang bercerita anaknya orang hilang disembunyikan bi-ibi
e bundu'na roko' ganeko atoles ,di bungkus rokok itu tertulis
 nyambhudhâ anḍhâ ,minjam tangga
teks bâca’an è bâbâ arèya bâca’an,teks bacaan di bawah ini
pekkeranna kakapper ganeko apeddel dibi'nyare kennengngan,pikirannya kupu-kupu itu putus asa sendiri mencari tempat
e bakto ganeko kakapper nengga' e settong besse,di waktu itu kupu-kupu menempel di satu besi
kèbân apa bhâi sè èpèyara sanima,hewan apa saja yang dipelihara sanima
ajhâring jhuko',menjaring ikan
"manabi adhâsar sèfat èssèna pidato teks pidato bâḍâ 6 macem akadhiyâ è bâbâ 
panèka",apabila berdasar sifat isinya pidato teks pidato ada 6 macam seperti di bawah ini
nyaman ongghu la-olana mon satobung arassa korang,sangat enak masakannya kalau satu mangkok rasanya masih kurang
ngalollo malolo ,berbicara terus
tape neyadda sutomo ongguna ta' laju esaroju'i reng towana,tapi niatnya sutomo sesungguhnya tidak lalu disetujui orang tuanya
cèlat bȃrȃ’ cèlat tèmor,kilat barat kilat timur
bânnya'na morèd anyar sè maso' taon rèya ra-kèra 35 orèng,banyaknya murid baru yang masuk pada tahun ini kira-kira 35 orang
cè' raddhinna,sangat cantik
maya dhâddhi tokang ngoro' kobhurân,maya menjadi tukang urut kuburan
mid dhâmar sè ta’ èyanghuy dhuli,mid lampu yang tidak di pakai cepat
nyango apa na’-kana’ sèajȃr-kalènjȃ jȃrèya,apa bekal anak-anak saata jalan-jalan
ngèntèp orèng apacangan,mengintip orang yang sedang berkasih-kasihan
karettegga kata' ganeko,pikir kodok itu
saamponna ghâlimpo’ laèn lastarè nembhâng ghântèyan ghâlimpo’na dhibi’ sè nembhâng è aḍâ’na kelas,setelah kelompok lain selesai menembang gantian kelompoknya sendiri yang menembang di depan kelas
ngoḍâ ghâllu,terlalu muda
lang-tolang ganeko epele,tulang-tulang itu dipilih
manḍhâp ghâllu,terlalu rendah
berta èngghi panèka sèttong kabhâr takaè’ kabâḍâ’ân otabâ kadhâddhiyân sè ghi’ anyar tor matombu rassa terro onènga mongghuḍâ’ orèng sè ngèḍing otabâ ka sè maca,berita yaitu satu informasi terkait keadaan atau kejadian yang masih baru dan menumbuhkan rasa ingin tahu bagi orang yang mendengar atau kepada yang membaca
jâwâb rèng-orèng kabbhi,semua orang menjawab iya
ngambhât lajângan,menarik layangan
lajâr panèka kennengnganna èsabâ’ è attassa aksara ghâjâng,posisi lajâr diletakkan di atas aksara dasar
ajâm binè',ayam betina
san-mèsan èkala'a kabbhi,sekalian saja akan diambil semua
matapèncot ka sè ngèḍingngaghi,memikat yang mendengarkan
polana èghighiri lajhu mèngghât ḍâri roma,karena dimarahi lalu minggat dari rumah
bâdâ polè sè lakar nèyat ghu-ongghu marosaghâ bè'-pabrè' otabâ tambhâ' odâng,ada lagi yang memang niat sungguh-sungguh merusakkan pabrik-pabrik atau tambak udang
sabhârâng larang moḍâ patot sabhârâng moḍâ larang patot maksoddhâ orèng sè bâghus ta’ coma nyarè dhunnya malolo tapè kodhu èkembhâri nyarè èlmo,segala yang mahal murah pantas segala yang murah mahal pantas maksudnya orang yang bagus tidak cuma mencari dunia melulu tapi harus diimbangi mencari ilmu
bi'-tobi'ân lengngen,mencubit-cubit lengan
nompa' mobil,naik mobil
atambâ lemmes,semakin lemas
kana'ya' jhuko'en bannya'satèya,anak-anak ikannya banyak sekarang
paccowan mon bâḍâ è kebun binatang ta’ ollè aberri’ kakanan otabâ minoman apa’a bhâi èlarang,pantangan kalau ada di kebun binatang tidak boleh memberi makanan atau minuman apa pun dilarang
pasèra sè palèng ahèr nèngkong panèka pas èyangghep kala pas èkalâ’ghellâ’ sakanca’an,siapa yang paling akhir berjongkok akan dianggap kalah dan ditertawakan oleh semua temannya
reza sakanca’an asanat ngaddhuwâ lajângan ka ,reza dan teman-temannya berniat mengadukan layangan ke
eppa'na gun ta' ngenneng,bapaknya hanya tidak sempat
neng bhumè rèya salaènna bȃḍȃ manossa bȃḍȃ kèya cem-macemma bhȃrȃng opama bȃto aèng bessè bȃn salaènna,di bumi ini selain manusia ada juga berbagai maca benda misalnya batu air besi dan lainnya
bâdâ ngara kancè' lèma taonan,ada kira-kira selisih lima tahunan
anḍhâp asor atèna,rendah hati
bunglon binjai,rambutan binjai
mad ja'i pas acareta babine' ganeko oreng towana andhi' embi' bannya',mad ja'i lalu bercerita perempuan itu orang tuanya punya kambing banyak
napso bhuto kakanan kèya,nafsu butuh makanan juga
ka' rahem ajaga'an lebat corongnga langgar sopaja oreng jaga dhari tedhungnga kaangguy ngalakone sambajang sonnat ban aparnyo'onan,kak rahem membangunkan lewat corongnya surau supaya orang bangun dari tidurnya untuk melakukan salat sunah dan berdoa
le' oreng sabbar neko nompa' jikar,dik orang sabar itu naik cikar
aneko pon lebbi dhari cokop,ini sudah lebih dari cukup
babine' ganeko gunna aonggu'ban mesem,perempuan itu hanya mengangguk sambil tersenyum
ta' taona kèlap merrèka paraona,tidak tahunya kilat menyambar perahunya
aromasa pon tadha' kaodhi'an se bakal agiba kajembaran rassa,merasa sudah tidak ada kehidupan yang akan membawa kebahagiaan rasa
bâdâ ghârighi'en tanang bâdâ sè sokona orèng salajhâ bâdâ otek sè ngalowa dâri cètakghâ orèng bi' râng-bhârâng dâlemma manossa sè laèn,ada ruas jari tangan ada yang kakinya orang sebelah ada otak yang keluar dari kepalanya orang dan organ-organ dalam manusia yang lain
copplak ghighina,giginya tanggal
pegghâ' ghel-bhughellâ,putus tali ikatannya
padhâ lèngsa,tanda bacaan koma pada huruf carakan
dimma bâdâ bi-ibi satèya lè',di mana ada bi-ibi sekarang dik
narasi panèka carètana sèttong kadhâddhiyân sè bhâkal bâḍâ tor kèngèng jhughân carètana kadhâddhiyân sè ampon ,narasi ini menceritakan suatu kejadian yang akan ada dan juga dapat menceritakan kejadian yang sudah
ngakan duw kalèsa'arè,makan dua kali sehari
mano' ngabber nyare kennengngan panengga'an laen,burung terbang mencari tempat bertengger lain
bâkto pokol 0700 ali maso’ sakola’anna,waktu pukul 0700 ali masuk sekolahannya
pola kakè bisa abhânto engko' na,mungkin kamu bisa membantuku na
bit-abit panyake'na sajan sara pas andaddiyagi aba'na ta' kellar jaga,lama-lama penyakitnya semakin parah lalu menjadikan dirinya tidak kuat bangun
korang manḍhâp,kurang rendah
sang kancil,sang kancil
mon lakar bângal jhâ' ngroyo'an,kalau memang berani jangan keroyokan
kennèng bhentor,kena bentur
marèna ngajhâk tokangnga dâyyâ pas jư'-tojư' neng bârung sambi ko'-roko'an,setelah mengajak tukangnya itu lalu duduk di warung sambil merokok
tadha' bakto se bisa majembar monggu dha' se settong,tidak ada waktu yang bisa menyenangkan bagi sang satu
maghut ḍâ’ cem-macemma berta teks berta kerrabhan sapè piala presiden kalampan sukses tamaso’ ḍâ’ berta ponapa,terkait pada macam-macamnya berita teks berita karapan sapi piala presiden berjalan sukses termasuk ke berita apa
badha oreng nyapa,ada orang menyapa
e bun attas tale asampogel ka osogga dhapor,di bagian atas tali terikat pada kasau dapur
sè èlakonè asalabudhân,apa yang dikerjakan tidak beres
eyantos daddina kakapper,ditunggu jadinya kupu-kupu
kantos isa ngereng pamangkadda hikam sampe' ka palabbuwan kaliyanget,lalu isa mengikuti keberangkatannya hikam sampai ke pelabuhan kalianget
kalaban pekkeranna terro atemmowa ate se pon epeccek kalaban rante terrong buja cabbi,dengan pikirannya ingin bertemu hati yang sudah di-cekik dengan rantai terong garam cabai
preppa'na tèḍung,sedang tidur
lakena gunna aberri' pesse,suaminya hanya memberikan uang
dhâmar la ngalaè tèra'en bulân,lampu sudah mengalahkan terangnya bulan
bari'anna ngarenye' malolo,kemarinnya merengek melulu
tako' èkalako bi'dhukon jarot jiyâ,takut diperlakukan oleh dukun jarot itu
aèng pandi,air untuk mandi
manabi ter-ater panèka arangkè’ è aḍâ’na oca’ opamana èkotep makeddhâ’ patabâr sareng salaènna,jika awalan maka dirangkai di depan kata contohnya èkotep makeddhâ’ patabâr dan lainnya
ponapa ghuru laghu neng paddhȃ andhegghȃn 1 bhiri 5 è attas,apa guru lagu di bait 1 baris 5 di atas
sambi sem-mesem balibis,sambil tersenyum tipis
bila gi' laggu gunna colo'na se amonye tape pekkeranna ta' dhugga dha' aba'na dibi',kalau waktu pagi hanya mulutnya yang berbunyi tapi pikirannya tidak sampai ke dirinya sendiri
