Madura,Indonesia
neng bârâ'en buari bâdâ rèng acaca kaduwwâ,di baratnya bu ari ada orang berbicara dua
jhâjhâl tolès paterrang tolèsan è bâbâ rèya,coba tulis penjelasan tulisan di bawah ini
bâ'na kodhu bhâjheng sè abhâjâng,kamu harus rajin sembahyang
jhâjhâl jhuwâlaghi tang bhârâng,coba jualkan barang saya
lantar lantaran,sebab karena
mon ojhȃn ros-terrosȃn biyasana è songay,jika hujan terus-menerus biasanya di sungai
ajâm nyrongsong,ayam yang melentikkan bulunya keatas dalam keadaan marah
ariel bân andre amaèn lajângan è,ariel dan andre bermain layangan di
arassa kuat,merasa kuat
pongpong lagguna pasaran,mumpung masih pagi
èkalompaè aèng bâ'â,didatangi air banjir
pola bisa nembuwi ora',mungkin bisa menumbuhkan urat
binena nyaman tedhung e amper,istrinya nyaman tidur di teras
kakè ta' èpalakowa bi' engko' mas,kamu tidak disuruh kerja olehku mas
ngoca' suroso neng colo'en,ucap suroso di mulutnya
tapè bhârâng laènna polè sè ghâtel,tapi barang lainnya lagi yang gatal
oca’ èsabâ’âghi panèka kèngèng,kata èsabâ’âghi tersebut mendapat
pan-bârâmpan kalè pornama dhin bhâghus sè ka pamellèngan,beberapa kali purnama den bagus yang ke pamellèngan 
rè-sa’arè sèngko’ segghut abhȃnto eppa’ so èbhu,sesehari saya sering membantu bapak dan ibu
sakabbhinna bâdâ neng tanangnga pangèran,semuanya ada di tangan tuhan
ngabas bungka'an kare buntegga,melihat pohon-pohon tinggal tunggulnya
bungo langngè',biru langit
jâwâp pètanya è bâbâ arèya kalabân jhârna’,jawab pertanyaan di bawah ini dengan jelas
kennengngan tambâ’ânna oca’ asal panèka bâḍâ sè èsabâ’ è aḍâ’na oca’ asal,posisi imbuhan pada kata dasar ada yang diletakkan di depan kata dasar
tape eobbar neng e pangobbaran se gun coma kaangguy ngobbar bato,tapi dibakar di tempat pembakaran yang hanya untuk membakar batu
ollè pahala ḍâri sè kobâsa,mendapat pahala dari yang maha kuasa
tembhâng èlampa’aghi kalabân,tembang dilaksanakan dengan
ta'ngertè maksod dâri oca'en ebbos,tidak mengerti maksud dari perkataan ebbos
ajâmma èlombhâr,ayamnya diumbar
bhâsa engghi entenna oca’ è ḍimma èngghi panèka,bahasa engghi enten kata di mana adalah
jang duliyan,jangan terburu-buru
monyèna aweng-gruweng,bunyinya berdengung-dengung
èssè’è ti’titi’ kalabân nyarè artèna ca’ oca’sè malarat è bâbâ rèya,isilah titik-titik dengan mencari artinya kata-kata yang sulit di bawah ini
sè kapèng sèttong ḍhâḍhâbun sè bâḍâ è ḍâlem bâca’an panèka aropa’aghi ḍhâbuna tokoh,yang nomor satu perkataan yang ada dalam bacaan ini merupakan perkataan dari tokoh
binena atanya kalaban manggerra',istrinya bertanya sambil melotot
mon eghi-nagbiya neng romana berri' ca'-bâcaan ma'lè ta'èkèntarè sètan,kalau ditinggal di rumahnya beri bacaan-bacaan agar tidak didatangi setan
manabi orèng panèka alako tantona pas èparèngè obâng ongkossa alako,jika orang tersebut bekerja tentu akan mendapatkan upah atau hasil dari pekerjaannya
ca'na man sunahwi,katanya paman sunahwi
parabân sè ko-ngako ngoca'pagghun arassa parabân neng bâkto abhâkalan lamba',perawan yang mengaku-ngaku berkata tetap merasa perawan di waktu bertunangan dulu
jhâghâ tègung abilâ'ân,bangun tidur ada kotoran disudut matanya
kata' ganeko nyengla dhari kancana,kodok itu menjauh dari temannya
sè asapowan tanèyan sapa,yang menyapu halaman siapa
ngèrèt parao,menyeret perahu
è bâbâ panèka sè bânnè rè-cèrèna teks deskripsi akadhi,di bawah ini yang bukan ciri-cirinya teks deskripsi seperti
namong è ḍâlem bhâsa indonèsia èsambhât konfiks,namun dalam bahasa indonesia disebut konfiks
lebbi kènè',lebih kecil
emba binè' sè la towa rowa kalowar ḍâri alas sambi on-nyo'on ju-kaju kerrèng,nenek yang sudah tua itu keluar dari hutan sambil menjunjung kayu-kayu kering
ghi' manḍiâ,masih mau mandi
aèng kènè',air surut
ngoca' polana lân-jhâlân ta' kèra èparajâpolè,berbicara karena jalan tidak akan diperbesar lagi
bhâµmgnga tèkos è pèngghir jhâlân èkarobghudhi lala',bangkai tikus dipinggir jalan itu dikerubuti lalat
agules onggu mon jarowa,benar-benar bergulir kalau itu
shalawȃt sè ètojjhuwȃghi ḍȃ’ nabi muhammad saw,shalawat yang ditujukan kepada nabi muhammad saw
keban ta' andhi' akkal,hewan tidak punya akal
kadhang aba'na aromasa ojang,kadang dirinya merasa bengkak
polana segghut lopot jhânjhi,sèngko' po'-capo' caremmet
ojhân toron molaè gu-lagghu aldi sè ghi’ ta’ manḍi ngabâs aèng ojhân ḍâri ḍâlem cenḍèlana romana,hujan turun mulai tadi pagi aldi yang masih belum mandi melihat air hujan dari dalam jendela rumahnya
mon nompa' sapèḍa bi' ngastètè tako' nabra' ka'-bhungkaan èseddhi'na,kalau naik sepeda dengan hati-hati
samangken aeng kare melle nye,sekarang air tinggal beli nyi
teppa'na ajhâr,sedang belajar
kaceppek ngaceppek,bercakap-cakap dng suara yg ramai dan berlangsung agak lama
batona senter,baterai
januwa teddhas,seketika hancur
acora' enggi,kelihatannya iya
sakejjhâ' agghi',sebentar lagi
kala'nyar ngala'nyar,licin berkilauan
ombâ' bi' aros ngèbâ jhuko' ka pèngghir,ombak dan arus membawa ikan ke pinggir
abârna konèng,berwarna kuning
aghȃjȃ’ ana’ so embu’,mengadu anak dengan ibu
badha se nyosso' rebba' e pinggirra saba,ada yang menyusup rumput di pinggirnya sawah
roma sakè',rumah sakit
nomer 15 kantos 17,nomor 15 sampai 17
enggi na,iya ya
bhâbâng bhrâmbhâng,bawang brambang
sè bâ’na lajângan apa rèya sul,yang kamu ini layangan apa sul
kennengan la ta' nemmo polè,tempat sudah tidak menemukan lagi
tape ro'omma paggun cekka' ban tajem e pekkeranna magarsarena kabbi,tapi harumnys tetap menempel dan tajam di pikiran penduduknya semua
jhȃjhȃl ghȃbȃy okara kakanthèn sè aghȃnḍhu’ ghuru lumaksito bȃnnya’na 5 mègghi’,coba membuat kalimat kakanthen yang mengandung guru lumaksito banyaknya 5 biji
lalake' ganeko kadhang nengngale ja' badha mano' e ranca'na pao dha' mordhajana,laki-laki itu kadang melihat kalau ada burung di dahan mangga ke arah timur lautnya
kèn mon bârâs ta' kèra bârâs koca'en mon pagghun ngakanan kakanan sèman-nyaman,tapi kalau sembuh tidak akan sembuh katanya kalau tetap memakan makanan yang enak-enak
kalagghuwȃnna ḍȃri ojhȃn samalem,pagi hari setelah hujan semalam
namong puisi moḍèrn panèka parlo ka monyèna horop sè paḍâ è buḍina bhân-sabbhân keccap,namun puisi modern ini perlu pada bunyi huruf yang sama di setiap akhir kata
oca’ èghâmbhârrâghi kèngèng konfiks,kata èghâmbhârrâghi mendapat konfiks
paraona kakè kan ollèyan,perahunya kamu kan dapatan
cebbi temmo ta' ro-karoan,cebbi tiba-tiba tidak karuan
enga'dha' mempena se ekalonyot olar tor lan-jalan se pon ta' paraddu dha' rassa sokona,ingat pada mimpinya yang ditelan ular dan jalan-jalan yang sudah tidak cocok pada rasa kakinya
talèna dhuli okkalè,talinya cepat dibuka
rèng-orèng bânnya’ maddhek compo’ kaangghuy engghun,orang-orang banyak mendirikan rumah untuk tempat tinggal
pola kèn terro ta' andi'â ana' ngara yâ,karena dia ingin tidak punya anak mungkin ya
bȃnjirrȃ ḍȃpa’ ḍȃ’ ḍimma,banjirnya sampai di mana
coma hikam se terros ngesse'e re-saarena babine' cangkreng ganeka,cuma hikam yang terus mengisi hari-hari perempuan cangkreng itu
nyilit dhâlubâng,mengelem kertas
ngesso ajâm,mengusir ayam
jhârbâ’aghi ponapa sè èmaksod sareng lakon kepanḍhitan ḍâlem unsur intrinsik topèng dhâlâng,jelaskan apa yang dimaksud dengan lakon kepanditan dalam unsur intrinsik topeng dalang
kopèngnga rassana la tasompet,telinganya rasanya sudah tersumbat
thesngothes ro #,nanti saja
buwâna dhâddhi bârnana palappa,buahnya menjadi warnanya bumbu
ampon lastarè,sudah selesai
kopengnga nojju ka dhapor,telinganya menuju ke dapur
titi' koma,titik koma 
tokang bhubhut,tukang bubut
sabagiyan laju nojju ka romana bang-sebang kaangguy abajang asar,sebagian lalu menuju ke rumahnya masing-masing untuk salat asar
rèng kaduwwâ langsong molè,kedua orang itu langsung pulang
bila manggi se ngodha,bila menemukan yang muda
sanonto argana buja pon modha parana,sekarang harga garam sudah murah sepertinya
sop ajâm,sup ayam
hikam tacabbur ka tase,hikam tercebur ke laut
èbhu aghuring tahu,ibu menggoreng tahu
sèngko’ maca buku,saya membaca buku
ngajari reng lake,mengajari orang lelaki
èyatorè les-bâlessân sakanca’an abhâḍhi paparèghân empa’ bhiri sè bânnya’na lèma bigghi’,silakan berbalas-balasan bersama teman membuat paparèghân empat baris yang banyaknya lima buah
tolèsan rèya ètolès bi' dragula èbâkto marè amatè'è orèng towa,tulisan ini ditulis oleh dragula di waktu selesai membunuh orang tua
pokol bȃrȃmpa sè mangkat ka sorbhȃjȃ,pukul berapa yang berangkat ke surabaya
mosèm nèmor lanjhâng orèng tanè paḍâ sossa polana,musim kemarau panjang petani pada susah karena
ban mon massa' bakal lejjar sabellunna ebata,dan kalau masak akan hancur sebelum diangkat
arassa cèa polana korang bujâna,terasa hambar karena kurang garamnya
èsebbhut apa pole aksara ghȃjȃng jȃrèya,disebut apa lagi aksara hancarakan tersebut
bhidhâna ghun bâdâ neng bânnya'en emmas,bedanya cuma pada banyaknya emas
rèng kaduwwâ rowa acaka polè masala pangaterrona,kedua orang itu berbicara lagi masalah keinginannya
jalanan ganeko pon banne tana,jalan itu sudah bukan tanah
tore eganteya panjennengan se adha'ara dhimin pa,mari diganti anda yang makan juga pak
tembhâng jhâbâ tembhâng madhurâ bânnya’na bhâris,tembang jawa tembang madura banyaknya baris
cerrè madhurâ,khas madura
oreng kene' bisa badha e attasanna oreng raja keya,orang kecil bisa ada di atas orang besar juga
ta' gaggar ka oreng laen se jauna jau,tidak jatuh ke orang lain yang jauh sekali
bhâji' sè ghi' bhuru lahèr biyasana,bunembunna ghi' lembu'
sanajjan pon kadhuwa'an,meskipun sudah berdua
dhurin amoso tèmon èbhârât dhurin amoso tèmon,durian melawan timun ibarat durian melawan timun
kalamon somor pajat epadhalem sampe' nemmo somber raja,kalau sumur memang didalamkan sampai menemukan sumber besar
neng karang tèmor sè èkennengngè semar jiyâbâdâ reng anangès malolo,di karang timur yang ditempati semar itu ada orang menangis melulu
kapprang prang-takapprang,pontang panting lintang pukang kusak-kusuk
èyatorè maos teks narasi se abhul-ombhul ngaddhu lajângan è attas kalabân tanḍhâ bâca sè lerres artikulasi tor intonasi sè saè,silakan membaca teks narasi yang berjudul mengadu layangan di atas dengan tanda baca yang benar artikulasi dan intonasi yang baik
oreng-oreng ganeko bariyugan,orang-orang itu berteriak-teriak
orèng cèna kolè'na ti-puti,orang cina kulitnya sangat putih-putih
talebbhu ka ḍâlem somor,tercebur ke dalam sumur
badha pon ngello'e roko' cap tampar,ada yang sudah mengulurkan rokok cap tampar
mato ngènom kopi,ketagihan minum kopi
juko' jareya pas ejaja'agi alengleng kampong disa ban kadhang ajuwalan ka pasar,ikan itu lalu dijajakan keliling kampung desa dan kadang berjualan ke pasar
saellan jhâghâ tèḍung sè èkalako hotijah iyâ arèya,setelah bangun tidur yang dilakukan hotijah yaitu
engko'bi'salaènna ta' ka-sambu',aku dan selainnya tidak tergoda
sakabbhinna rèng binè'sèngabâs ka rasat ngoca' gânteng kabbhi bâdâ kèya sè ngoca' jhâ' rasat rèya katoronanna nabi yusuf,semua perempuan yang melihat pada rasat berkata tampan semua ada juga yang berkata bahwa rasat ini keturunannya nabi yusuf
ta' abareyagan,tidak bersama-sama
pangkor oca’ pangkor aghânḍhu’ artèna bunto’,pangkur kata pangkur mengandung artinya belakang
ajhelling kaca sè bâdâ robâna bâng-sèbâng,melihat kaca yang ada rupanya masing-masing
horop carakan madhurâ,huruf carakan madura
èsap-sap angèn,dibawa berterbangan oleh angin -
kemma sangona ban en-laenna,dimana uang sakunya dan lain-lainnya
ngabas pananggalan,melihat kalender
ponapa’an sè tamaso’ ḍȃ’ lalampa’an sè nyennengngaghi ḍȃ’ atè,apa saja yang termasuk pada perbuatan yang menyenangkan di hati
polana kopèngnga ghâtel sè ngèdingaghi pacerrènganna rèngorèngahèrra markoya mokka'labâng sè molaè ghellâ èkonci,karena telinganya gatal mendengar jeritan orang-orang akhirnya markoya membuka pintu yang mulanya tadi dikunci
kanca èporop pèssè,teman ditukar uang
gheḍḍhâng sabâ,pisang sabo
enco' èyocoi olè mala ma'bi'oyèng owwa,aku dicium malah bu oleh orang itu
bâdâ polè sè ngoca' mon bâdâ kettang sè dâri nèpa neng attas kobhurân rowa,ada lagi yang berkata kalau ada ketan yang dari nepa di atas kuburan itu
bâto'na cè' serreddhâ,seseorang yang sakit batuk disertai sesak dada
asanḍâr ka tèmbo',bersandar ke tembok
nyangngar ghubhi,menyangrai kopi
kancana arassa nèser ḍâ’ kancana sè sakè’ jârèya,temannya merasa kasihan kepada temannya yang sakit itu
mon arè nyonar bȃjȃ apa,jika matahari bersinar waktu apa
è mosèm nèmor bânnya’ kennengngan sè,di musim kemarau banyak tempat yang
ngagaruweng mennyanna epobu,berbunyi kemenyan dipasang
abit ghâllu sè èokep,nangkana dâddhi nyornyor
sampèr lèrèng,kain panjang bercorak liris
tèngghi ongghu,sungguh tinggi
manabi jeḍḍèng bhu,kalau kamar mandi bu
kabbhi sè èlakonè rasat rèya ta' laèn bânnè polana anajhemaghi èlmona,semua yang dilakukan rasat ini tidak lain bukan karena menajamkan ilmunya
pidato rekreatif iyâ arèya pidato sè tojjhuwânna masenneng orèng sè ngèḍingngaghi,pidato rekreatif yaitu pidato yang tujuannya menyenangkan orang yang mendengarkan
gi mon bannya' palas-tigga,meskipun banyak lumpurnya
ta'abit pole dulla pas dhateng abanto nateng kaju se bakal,tidak lama lagi dulla lalu datang membantu menggedong kayu yang akan
nyalono'è bâbâna sarong,masuk dari bawah sarung
pelita masakone' pangangguran,pelita mempersedikit pengangguran
dbáddhi markoya molaè lamba' nganggbuy ktp palsu,jadi markoya mulai dulu memakai ktp palsu
buruwanna dika pekkeranna tabukka',tumben kamu pikirannya terbuka
kan-ngakan kadha' cong dina engko' se nyoronga,makan-makanlah duluan nak biar aku yang mendorong
karangan sè palèng saè,karangan yang paling baik
dârâ sè kalowar polana tanangnga embana èkerra' bi' silèt,darah yang keluar karena tangannya neneknya diiris dengan silet
jhâ' rèng bâdâpangèranna kabbhi sè ngator bhender salana,katanya orang ada tuhannya semua yang mengatur benar salahnya
manjhâ pottra,anak laki-laki berumur 9-13 tahun
bâjâna manjhing,waktu berbuka puasa
aldi ngèba anḍok ka jeḍḍing tapè ta’ abit abâ’na kalowar polè pas dhuli maso’ ka kamarra,aldi membawa handuk ke kamar mandi tapi tidak lama dia keluar lagi lalu segera masuk ke kamarnya
arapa bulân ma’ ghetton ngabâs bhumè,kenapa bulan heran melihat bumi
bi' prajhâtna dhika pratèngkana,berhati-hatilah akan tingkah lakumu
jhur tolès,juru tulis
na'-kana' kènè' rowa labu pas dhuli jhâghâ tapè sambi nangès,anak kecil itu jatuh lalu bangkit tapi sambil menangis
kacernang ngacernang,licinhalus menggairahkan
paanabhȃn assrè sè rampa’,pemnginapan yang dibahas
pangangghuy panambâ èngghi panèka abujud,pangangghuy tanda penambah berbentuk
kacamadhȃn bato pate bȃḍȃ èḍimma,kecamatan batoputih ada di mana
se pojur ajamma ta' wak-kowagan karana egiba buru,yang beruntung ayamnya tidak berteriak karena dibawa lari
artèna ter-ater èngghi panèka,artinya awalan adalah
pao sè èpolong bâri' rowa bânnya' sè ghi' ta' massa',mon terro lekas massa'a dhuli okep
bȃca laghu è bȃbȃ rèya,bacalah lagu di bawah ini
tabhâligghâ oca’ bungso iyâ arèya,lawan katanya kata bungsu yaitu
apa sè bȃng-tabȃngan,apa itu yang bergelombang
istilana ngebbor tasè',istilahnya mengebor laut
mirah bânsalaènna pegghel polana rasat la ta' gânteng polè,mirah dan selainnya jengkel karena rasat sudah tidak tampan lagi
manabi sampèyan abhâḍhi okara panèka saongghuna nyoson ca’-oca’,jika anda membuat kalimat itu sesungguhnya menyusun kata-kata
nabhung ola' sè pegghâ',menyambung benang yang putus
suroso ghun dhâddhi ro-sorona,suroso hanya menjadi suruh-suruhannya
ma' bânnya' orèng sanèka,kok banyak orang
mètorot carètaèpon topèng dhâlâng ècèpta sareng aryo mènak sanoyo sè ajhumenneng rato è karaton jhambhuringèn proppo mekkasân korang langkong neng abad sè kapèng,menurut ceritanya topeng dalang dicipta oleh aryo menak sanoyo yang bertahta menjadi raja di keraton jamburingin proppo pamekasan kurang lebih di abad yang ke
ana'na ella rèmbi',anaknya sudah lahir
tape nyamana kaleburan se ngaleburragi dha' odhi'na ta' kera gampang ebuwang,tapi namanya hobi yang menghibur terhadap kehidupannya tidak akan mudah dibuang
orèng samangkèn kodhu ngastètè sopajâ,orang sekarang harus waspada supaya
bhâsa engghi entenna oca’ sèngko’ èngghi panèka,bahasa engghi enten kata saya adalah
panakan sepopo,kemenakan sepupu
klowar nana,keluar nanah
bulân bân bhumè ḍhep-aḍḍhebbhân,bulan dan bumi berhadap-hadapan
bârâ tabu',perut bengkak
bhender sowarana rèya sowara lèncakghâ sè la rènyodhâ,benar suaranya ini suara balai-balainya yang sudah rapuh
